,지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),적설(cm),지면온도(°C)
0,108,서울,2017-01-01 00:00,0.2,,2.2,79,,,-0.9
1,108,서울,2017-01-01 01:00,0.0,,1.4,78,,,-0.9
2,108,서울,2017-01-01 02:00,-0.3,,1.9,81,,,-1.8
3,108,서울,2017-01-01 03:00,-0.7,,2.0,84,,,-2.1
4,108,서울,2017-01-01 04:00,-1.1,,1.6,85,,,-2.4
5,108,서울,2017-01-01 05:00,-1.4,,1.4,86,,,-2.6
6,108,서울,2017-01-01 06:00,-1.5,,1.6,87,,,-2.7
7,108,서울,2017-01-01 07:00,-1.5,,1.4,87,,,-2.2
8,108,서울,2017-01-01 08:00,-1.3,,1.4,87,0.0,,-1.8
9,108,서울,2017-01-01 09:00,-0.4,,1.6,83,0.0,,-0.2
10,108,서울,2017-01-01 10:00,0.8,,2.1,77,0.1,,0.6
11,108,서울,2017-01-01 11:00,2.5,,1.9,71,0.6,,2.9
12,108,서울,2017-01-01 12:00,4.0,,1.3,69,0.2,,3.6
13,108,서울,2017-01-01 13:00,5.1,,1.4,65,0.1,,5.1
14,108,서울,2017-01-01 14:00,6.7,,0.7,61,0.7,,7.2
15,108,서울,2017-01-01 15:00,6.9,,0.9,65,0.0,,5.0
16,108,서울,2017-01-01 16:00,6.8,,1.2,67,0.0,,4.3
17,108,서울,2017-01-01 17:00,6.5,,0.7,69,0.0,,3.2
18,108,서울,2017-01-01 18:00,5.6,,2.4,70,0.0,,2.4
19,108,서울,2017-01-01 19:00,4.8,,2.2,73,,,1.2
20,108,서울,2017-01-01 20:00,4.2,,1.9,73,,,0.6
21,108,서울,2017-01-01 21:00,4.0,,2.6,74,,,0.8
22,108,서울,2017-01-01 22:00,3.9,,1.4,75,,,1.4
23,108,서울,2017-01-01 23:00,3.9,,1.4,75,,,1.5
24,108,서울,2017-01-02 00:00,3.9,,1.5,75,,,1.8
25,108,서울,2017-01-02 01:00,3.9,,2.1,75,,,1.8
26,108,서울,2017-01-02 02:00,3.8,,2.2,77,,,1.6
27,108,서울,2017-01-02 03:00,3.7,,1.7,76,,,1.7
28,108,서울,2017-01-02 04:00,3.7,,1.5,77,,,1.7
29,108,서울,2017-01-02 05:00,3.7,,1.5,80,,,2.3
30,108,서울,2017-01-02 06:00,3.6,0.3,1.1,89,,,2.2
31,108,서울,2017-01-02 07:00,3.6,,1.1,88,,,2.6
32,108,서울,2017-01-02 08:00,3.8,,1.4,87,0.0,,2.9
33,108,서울,2017-01-02 09:00,4.1,0.0,0.9,87,0.0,,3.6
34,108,서울,2017-01-02 10:00,5.2,,2.4,86,0.0,,5.2
35,108,서울,2017-01-02 11:00,6.3,,2.3,82,0.0,,9.0
36,108,서울,2017-01-02 12:00,7.6,,2.1,70,0.3,,12.2
37,108,서울,2017-01-02 13:00,8.1,,3.1,69,1.0,,13.3
38,108,서울,2017-01-02 14:00,9.2,,3.1,59,0.9,,15.2
39,108,서울,2017-01-02 15:00,8.3,,3.6,64,0.5,,10.9
40,108,서울,2017-01-02 16:00,8.0,,3.2,65,0.0,,9.8
41,108,서울,2017-01-02 17:00,7.1,,2.3,69,0.0,,6.6
42,108,서울,2017-01-02 18:00,6.4,,2.1,73,0.0,,5.3
43,108,서울,2017-01-02 19:00,6.0,,2.0,78,,,4.6
44,108,서울,2017-01-02 20:00,5.0,,3.2,81,,,2.3
45,108,서울,2017-01-02 21:00,4.3,,3.1,84,,,3.0
46,108,서울,2017-01-02 22:00,3.7,,3.0,78,,,2.2
47,108,서울,2017-01-02 23:00,2.8,,2.8,76,,,0.0
48,108,서울,2017-01-03 00:00,1.8,,1.5,79,,,-0.5
49,108,서울,2017-01-03 01:00,1.0,,2.6,82,,,-0.7
50,108,서울,2017-01-03 02:00,0.2,,1.4,83,,,-1.6
51,108,서울,2017-01-03 03:00,-0.7,,0.8,79,,,-2.2
52,108,서울,2017-01-03 04:00,-1.0,,2.2,72,,,-2.4
53,108,서울,2017-01-03 05:00,-1.3,,1.9,73,,,-2.9
54,108,서울,2017-01-03 06:00,-1.8,,1.4,73,,,-3.4
55,108,서울,2017-01-03 07:00,-2.1,,1.4,72,,,-4.1
56,108,서울,2017-01-03 08:00,-2.1,,1.2,67,0.0,,-3.1
57,108,서울,2017-01-03 09:00,-1.4,,0.1,60,0.8,,-0.7
58,108,서울,2017-01-03 10:00,1.1,,0.8,55,1.0,,2.1
59,108,서울,2017-01-03 11:00,4.1,,1.2,53,1.0,,6.2
60,108,서울,2017-01-03 12:00,5.9,,2.4,44,1.0,,9.0
61,108,서울,2017-01-03 13:00,7.0,,3.0,39,1.0,,12.5
62,108,서울,2017-01-03 14:00,7.0,,3.2,43,1.0,,11.8
63,108,서울,2017-01-03 15:00,7.2,,3.7,47,1.0,,9.7
64,108,서울,2017-01-03 16:00,6.9,,3.3,48,1.0,,7.1
65,108,서울,2017-01-03 17:00,5.3,,2.8,56,1.0,,2.9
66,108,서울,2017-01-03 18:00,3.8,,2.6,60,0.1,,0.4
67,108,서울,2017-01-03 19:00,2.8,,1.9,61,,,0.0
68,108,서울,2017-01-03 20:00,2.2,,2.1,61,,,-0.4
69,108,서울,2017-01-03 21:00,1.8,,1.8,60,,,-0.7
70,108,서울,2017-01-03 22:00,1.7,,1.6,63,,,-0.9
71,108,서울,2017-01-03 23:00,1.2,,0.9,68,,,-1.3
72,108,서울,2017-01-04 00:00,1.0,,0.4,71,,,-0.8
73,108,서울,2017-01-04 01:00,1.8,,0.2,72,,,-0.1
74,108,서울,2017-01-04 02:00,1.9,,0.7,70,,,-0.4
75,108,서울,2017-01-04 03:00,2.1,,0.5,70,,,-0.1
76,108,서울,2017-01-04 04:00,2.2,,0.7,70,,,0.0
77,108,서울,2017-01-04 05:00,2.5,,1.0,72,,,0.1
78,108,서울,2017-01-04 06:00,2.5,,1.1,74,,,0.1
79,108,서울,2017-01-04 07:00,2.5,,1.2,74,,,-0.1
80,108,서울,2017-01-04 08:00,1.9,,0.8,77,0.0,,-0.8
81,108,서울,2017-01-04 09:00,1.9,,0.9,73,0.6,,0.1
82,108,서울,2017-01-04 10:00,4.0,,2.4,75,1.0,,3.1
83,108,서울,2017-01-04 11:00,6.0,,2.4,65,1.0,,9.9
84,108,서울,2017-01-04 12:00,6.4,,3.5,56,1.0,,13.5
85,108,서울,2017-01-04 13:00,7.7,,2.9,51,1.0,,15.1
86,108,서울,2017-01-04 14:00,8.5,,3.5,45,1.0,,14.6
87,108,서울,2017-01-04 15:00,8.7,,2.8,32,1.0,,12.4
88,108,서울,2017-01-04 16:00,8.4,,3.5,35,1.0,,9.0
89,108,서울,2017-01-04 17:00,6.6,,2.5,37,1.0,,3.6
90,108,서울,2017-01-04 18:00,5.1,,2.3,40,0.0,,1.3
91,108,서울,2017-01-04 19:00,4.6,,2.5,42,,,0.2
92,108,서울,2017-01-04 20:00,3.8,,2.8,48,,,-0.8
93,108,서울,2017-01-04 21:00,2.9,,1.0,45,,,-0.5
94,108,서울,2017-01-04 22:00,2.1,,1.0,49,,,-0.9
95,108,서울,2017-01-04 23:00,1.8,,0.4,51,,,-1.0
96,108,서울,2017-01-05 00:00,1.3,,1.3,50,,,-1.6
97,108,서울,2017-01-05 01:00,0.7,,0.8,56,,,-1.8
98,108,서울,2017-01-05 02:00,0.3,,0.3,60,,,-2.4
99,108,서울,2017-01-05 03:00,0.1,,1.4,57,,,-2.2
100,108,서울,2017-01-05 04:00,0.1,,0.7,54,,,-1.5
101,108,서울,2017-01-05 05:00,0.1,,1.9,57,,,-1.6
102,108,서울,2017-01-05 06:00,0.2,,1.7,56,,,-1.3
103,108,서울,2017-01-05 07:00,0.6,,2.6,54,,,-1.3
104,108,서울,2017-01-05 08:00,1.2,,2.6,51,0.0,,-0.8
105,108,서울,2017-01-05 09:00,1.9,,2.1,47,0.0,,1.4
106,108,서울,2017-01-05 10:00,3.0,,3.4,43,0.0,,1.4
107,108,서울,2017-01-05 11:00,4.2,,3.1,46,0.0,,2.6
108,108,서울,2017-01-05 12:00,5.5,,3.1,47,0.0,,5.0
109,108,서울,2017-01-05 13:00,6.4,,4.6,50,0.0,,5.9
110,108,서울,2017-01-05 14:00,7.0,,5.0,50,0.0,,7.9
111,108,서울,2017-01-05 15:00,7.2,,4.0,49,0.0,,7.8
112,108,서울,2017-01-05 16:00,7.0,,4.3,49,0.0,,6.2
113,108,서울,2017-01-05 17:00,6.7,,4.3,49,0.0,,4.9
114,108,서울,2017-01-05 18:00,6.4,,3.7,50,0.0,,3.8
115,108,서울,2017-01-05 19:00,6.2,,3.9,52,,,3.2
116,108,서울,2017-01-05 20:00,5.7,,4.9,54,,,2.5
117,108,서울,2017-01-05 21:00,5.2,,4.8,55,,,2.6
118,108,서울,2017-01-05 22:00,4.9,,4.2,56,,,2.4
119,108,서울,2017-01-05 23:00,4.5,,4.7,57,,,1.9
120,108,서울,2017-01-06 00:00,4.1,,4.2,57,,,1.2
121,108,서울,2017-01-06 01:00,4.1,,4.2,57,,,2.0
122,108,서울,2017-01-06 02:00,3.9,,4.2,58,,,1.4
123,108,서울,2017-01-06 03:00,3.7,,4.1,59,,,1.3
124,108,서울,2017-01-06 04:00,3.4,,3.3,60,,,0.8
125,108,서울,2017-01-06 05:00,3.4,,3.2,60,,,0.8
126,108,서울,2017-01-06 06:00,3.1,,3.3,62,,,0.9
127,108,서울,2017-01-06 07:00,3.0,,2.9,62,,,0.8
128,108,서울,2017-01-06 08:00,2.6,,3.2,64,0.0,,-0.5
129,108,서울,2017-01-06 09:00,3.1,,3.2,61,0.5,,1.6
130,108,서울,2017-01-06 10:00,4.6,,2.4,58,0.5,,5.1
131,108,서울,2017-01-06 11:00,6.1,,2.0,53,0.4,,8.7
132,108,서울,2017-01-06 12:00,7.6,,1.5,46,0.4,,15.4
133,108,서울,2017-01-06 13:00,9.9,,1.4,46,1.0,,18.8
134,108,서울,2017-01-06 14:00,9.2,,1.9,48,0.5,,12.8
135,108,서울,2017-01-06 15:00,10.9,,1.3,44,1.0,,15.6
136,108,서울,2017-01-06 16:00,11.0,,1.5,45,1.0,,11.9
137,108,서울,2017-01-06 17:00,9.1,,1.3,51,0.7,,6.0
138,108,서울,2017-01-06 18:00,7.3,,1.3,57,0.0,,2.8
139,108,서울,2017-01-06 19:00,6.3,,1.9,62,,,1.8
140,108,서울,2017-01-06 20:00,5.4,,1.5,65,,,0.6
141,108,서울,2017-01-06 21:00,4.7,,1.1,67,,,0.0
142,108,서울,2017-01-06 22:00,4.4,,0.3,70,,,-0.8
143,108,서울,2017-01-06 23:00,3.6,,0.7,70,,,-0.5
144,108,서울,2017-01-07 00:00,3.0,,1.3,72,,,-0.8
145,108,서울,2017-01-07 01:00,2.7,,0.4,73,,,-0.9
146,108,서울,2017-01-07 02:00,2.3,,0.9,76,,,-1.1
147,108,서울,2017-01-07 03:00,2.1,,1.0,78,,,-1.4
148,108,서울,2017-01-07 04:00,1.6,,0.7,81,,,-1.5
149,108,서울,2017-01-07 05:00,1.1,,0.7,82,,,-1.7
150,108,서울,2017-01-07 06:00,0.8,,0.9,82,,,-2.0
151,108,서울,2017-01-07 07:00,0.4,,0.9,84,,,-2.0
152,108,서울,2017-01-07 08:00,0.1,,1.5,85,0.0,,-2.0
153,108,서울,2017-01-07 09:00,1.0,,1.7,77,0.5,,0.2
154,108,서울,2017-01-07 10:00,2.5,,2.6,73,0.1,,1.9
155,108,서울,2017-01-07 11:00,5.8,,1.2,58,0.9,,6.9
156,108,서울,2017-01-07 12:00,7.9,,0.9,51,1.0,,15.0
157,108,서울,2017-01-07 13:00,8.7,,1.0,49,1.0,,16.3
158,108,서울,2017-01-07 14:00,9.4,,2.9,51,1.0,,14.4
159,108,서울,2017-01-07 15:00,9.3,,1.9,51,0.8,,13.3
160,108,서울,2017-01-07 16:00,9.2,,2.5,51,1.0,,9.7
161,108,서울,2017-01-07 17:00,8.2,,1.8,55,0.7,,6.6
162,108,서울,2017-01-07 18:00,6.6,,1.5,60,0.0,,2.8
163,108,서울,2017-01-07 19:00,5.8,,1.4,61,,,1.5
164,108,서울,2017-01-07 20:00,5.0,,1.8,60,,,0.0
165,108,서울,2017-01-07 21:00,4.4,,1.4,59,,,-0.1
166,108,서울,2017-01-07 22:00,4.1,,1.6,61,,,-0.3
167,108,서울,2017-01-07 23:00,3.8,,2.6,64,,,-0.1
168,108,서울,2017-01-08 00:00,4.3,,2.9,61,,,0.7
169,108,서울,2017-01-08 01:00,4.6,,2.6,57,,,1.7
170,108,서울,2017-01-08 02:00,4.9,,1.9,56,,,2.1
171,108,서울,2017-01-08 03:00,4.8,,2.0,58,,,2.4
172,108,서울,2017-01-08 04:00,4.4,,2.2,60,,,0.7
173,108,서울,2017-01-08 05:00,4.1,,1.6,61,,,0.3
174,108,서울,2017-01-08 06:00,4.0,,2.7,64,,,0.5
175,108,서울,2017-01-08 07:00,4.2,,3.1,66,,,0.7
176,108,서울,2017-01-08 08:00,4.1,,2.6,68,0.0,,0.6
177,108,서울,2017-01-08 09:00,4.8,,2.7,63,0.8,,3.7
178,108,서울,2017-01-08 10:00,6.7,,3.0,61,0.5,,7.0
179,108,서울,2017-01-08 11:00,9.2,,2.3,51,0.9,,14.6
180,108,서울,2017-01-08 12:00,10.3,,2.0,49,0.7,,16.0
181,108,서울,2017-01-08 13:00,10.4,,0.9,49,0.0,,13.9
182,108,서울,2017-01-08 14:00,10.6,,2.7,50,0.0,,14.4
183,108,서울,2017-01-08 15:00,9.8,,2.9,53,0.0,,11.8
184,108,서울,2017-01-08 16:00,9.5,,2.6,54,0.0,,10.1
185,108,서울,2017-01-08 17:00,8.9,,2.3,55,0.0,,8.2
186,108,서울,2017-01-08 18:00,8.2,0.0,2.8,57,0.0,,6.5
187,108,서울,2017-01-08 19:00,7.4,,3.2,61,,,5.8
188,108,서울,2017-01-08 20:00,6.7,,3.1,67,,,5.4
189,108,서울,2017-01-08 21:00,6.0,0.0,2.9,72,,,4.9
190,108,서울,2017-01-08 22:00,5.4,,4.2,75,,,4.7
191,108,서울,2017-01-08 23:00,4.6,,2.8,75,,,4.3
192,108,서울,2017-01-09 00:00,4.0,0.0,3.4,75,,,3.7
193,108,서울,2017-01-09 01:00,3.8,,3.3,73,,,3.6
194,108,서울,2017-01-09 02:00,3.6,,1.9,77,,,3.4
195,108,서울,2017-01-09 03:00,3.4,0.0,2.4,75,,,3.2
196,108,서울,2017-01-09 04:00,3.2,,3.3,76,,,3.1
197,108,서울,2017-01-09 05:00,3.0,,2.9,74,,,2.9
198,108,서울,2017-01-09 06:00,2.7,0.0,3.4,76,,,2.7
199,108,서울,2017-01-09 07:00,2.5,,3.5,74,,,2.4
200,108,서울,2017-01-09 08:00,1.9,,3.5,76,0.0,,1.0
201,108,서울,2017-01-09 09:00,1.6,,3.0,70,0.0,,1.6
202,108,서울,2017-01-09 10:00,1.7,,2.4,67,0.1,,4.3
203,108,서울,2017-01-09 11:00,2.3,,2.9,63,0.2,,6.0
204,108,서울,2017-01-09 12:00,3.2,,3.7,57,0.8,,11.6
205,108,서울,2017-01-09 13:00,3.9,,3.7,51,0.9,,14.5
206,108,서울,2017-01-09 14:00,3.6,,4.0,49,1.0,,14.2
207,108,서울,2017-01-09 15:00,3.7,,3.7,44,1.0,,11.6
208,108,서울,2017-01-09 16:00,3.5,,3.3,43,1.0,,8.4
209,108,서울,2017-01-09 17:00,2.4,,3.7,46,1.0,,2.2
210,108,서울,2017-01-09 18:00,1.3,,3.1,47,0.2,,-0.7
211,108,서울,2017-01-09 19:00,0.8,,4.2,48,,,-0.8
212,108,서울,2017-01-09 20:00,0.0,,3.3,51,,,-1.3
213,108,서울,2017-01-09 21:00,-0.8,,3.3,53,,,-2.0
214,108,서울,2017-01-09 22:00,-1.6,,2.4,56,,,-2.7
215,108,서울,2017-01-09 23:00,-2.5,,2.7,58,,,-3.4
216,108,서울,2017-01-10 00:00,-3.1,,2.4,64,,,-3.9
217,108,서울,2017-01-10 01:00,-3.7,,2.6,64,,,-4.3
218,108,서울,2017-01-10 02:00,-3.9,,2.6,59,,,-4.7
219,108,서울,2017-01-10 03:00,-4.2,,2.8,57,,,-5.0
220,108,서울,2017-01-10 04:00,-4.5,,2.3,61,,,-5.4
221,108,서울,2017-01-10 05:00,-4.8,,1.5,61,,,-5.7
222,108,서울,2017-01-10 06:00,-5.1,,1.3,62,,,-6.1
223,108,서울,2017-01-10 07:00,-5.3,,1.0,62,,,-6.4
224,108,서울,2017-01-10 08:00,-5.4,,1.2,62,0.0,,-6.3
225,108,서울,2017-01-10 09:00,-4.4,,1.1,54,0.9,,-2.0
226,108,서울,2017-01-10 10:00,-2.2,,2.1,48,1.0,,2.5
227,108,서울,2017-01-10 11:00,-0.5,,3.5,49,1.0,,6.6
228,108,서울,2017-01-10 12:00,-0.5,,4.3,50,1.0,,4.0
229,108,서울,2017-01-10 13:00,0.7,,4.1,44,0.9,,11.8
230,108,서울,2017-01-10 14:00,0.8,,5.1,30,1.0,,10.7
231,108,서울,2017-01-10 15:00,0.4,,5.1,28,1.0,,7.5
232,108,서울,2017-01-10 16:00,-0.5,,6.2,27,1.0,,3.3
233,108,서울,2017-01-10 17:00,-1.5,,4.2,30,1.0,,-1.6
234,108,서울,2017-01-10 18:00,-2.8,,3.2,34,0.3,,-3.4
235,108,서울,2017-01-10 19:00,-3.7,,2.9,35,,,-4.5
236,108,서울,2017-01-10 20:00,-4.5,,5.6,34,,,-4.9
237,108,서울,2017-01-10 21:00,-5.5,,4.0,39,,,-5.9
238,108,서울,2017-01-10 22:00,-6.2,,3.2,41,,,-6.6
239,108,서울,2017-01-10 23:00,-7.0,,2.5,42,,,-7.3
240,108,서울,2017-01-11 00:00,-7.4,,2.2,37,,,-7.9
241,108,서울,2017-01-11 01:00,-7.5,,3.4,36,,,-8.1
242,108,서울,2017-01-11 02:00,-7.8,,1.3,36,,,-8.9
243,108,서울,2017-01-11 03:00,-8.0,,1.5,35,,,-9.2
244,108,서울,2017-01-11 04:00,-8.2,,1.8,35,,,-9.5
245,108,서울,2017-01-11 05:00,-8.5,,1.0,37,,,-10.2
246,108,서울,2017-01-11 06:00,-8.8,,1.4,38,,,-10.4
247,108,서울,2017-01-11 07:00,-9.1,,1.2,38,,,-10.7
248,108,서울,2017-01-11 08:00,-9.4,,0.7,33,0.0,,-10.7
249,108,서울,2017-01-11 09:00,-7.9,,0.9,27,1.0,,-5.0
250,108,서울,2017-01-11 10:00,-4.5,,0.8,25,1.0,,2.3
251,108,서울,2017-01-11 11:00,-2.3,,1.5,27,1.0,,7.6
252,108,서울,2017-01-11 12:00,-0.8,,2.6,30,1.0,,10.9
253,108,서울,2017-01-11 13:00,-0.1,,2.8,31,1.0,,12.3
254,108,서울,2017-01-11 14:00,1.0,,2.8,34,1.0,,11.8
255,108,서울,2017-01-11 15:00,1.0,,4.4,39,1.0,,9.5
256,108,서울,2017-01-11 16:00,0.5,,4.3,31,0.9,,4.3
257,108,서울,2017-01-11 17:00,-0.5,,3.0,28,1.0,,-1.8
258,108,서울,2017-01-11 18:00,-1.8,,2.2,30,0.3,,-3.6
259,108,서울,2017-01-11 19:00,-2.3,,2.2,39,,,-4.2
260,108,서울,2017-01-11 20:00,-2.8,,2.5,46,,,-4.5
261,108,서울,2017-01-11 21:00,-2.9,,2.5,43,,,-4.3
262,108,서울,2017-01-11 22:00,-2.7,,1.1,46,,,-2.2
263,108,서울,2017-01-11 23:00,-1.9,,1.9,48,,,-1.5
264,108,서울,2017-01-12 00:00,-1.2,,1.9,49,,,-1.5
265,108,서울,2017-01-12 01:00,-0.8,,2.2,54,,,-0.9
266,108,서울,2017-01-12 02:00,-0.7,,1.2,72,,0.1,-2.2
267,108,서울,2017-01-12 03:00,-0.9,0.0,0.2,75,,0.1,-2.0
268,108,서울,2017-01-12 04:00,-1.4,,1.1,80,,0.1,-4.3
269,108,서울,2017-01-12 05:00,-1.5,,2.2,74,,0.1,-3.2
270,108,서울,2017-01-12 06:00,-1.1,,1.7,62,,0.1,-2.1
271,108,서울,2017-01-12 07:00,-1.2,,3.1,57,,0.1,-2.9
272,108,서울,2017-01-12 08:00,-1.9,,3.3,58,0.0,,-3.1
273,108,서울,2017-01-12 09:00,-2.4,,3.9,55,0.4,,-1.7
274,108,서울,2017-01-12 10:00,-1.3,,3.0,44,1.0,,5.2
275,108,서울,2017-01-12 11:00,-1.0,,3.5,35,0.9,,6.9
276,108,서울,2017-01-12 12:00,0.0,,4.0,32,1.0,,10.3
277,108,서울,2017-01-12 13:00,0.4,,4.3,30,1.0,,12.0
278,108,서울,2017-01-12 14:00,0.9,,4.4,28,1.0,,12.1
279,108,서울,2017-01-12 15:00,0.2,,5.7,23,1.0,,7.6
280,108,서울,2017-01-12 16:00,0.6,,4.2,23,1.0,,5.2
281,108,서울,2017-01-12 17:00,-1.3,,4.9,21,1.0,,-2.0
282,108,서울,2017-01-12 18:00,-2.5,,2.9,26,0.3,,-3.8
283,108,서울,2017-01-12 19:00,-3.4,,3.7,28,,,-4.6
284,108,서울,2017-01-12 20:00,-4.1,,3.9,29,,,-5.2
285,108,서울,2017-01-12 21:00,-4.7,,3.9,32,,,-5.7
286,108,서울,2017-01-12 22:00,-5.3,,2.3,36,,,-6.5
287,108,서울,2017-01-12 23:00,-5.7,,3.8,36,,,-6.7
288,108,서울,2017-01-13 00:00,-6.1,,2.7,40,,,-7.2
289,108,서울,2017-01-13 01:00,-6.4,,2.0,44,,,-7.9
290,108,서울,2017-01-13 02:00,-6.6,,1.4,46,,,-8.1
291,108,서울,2017-01-13 03:00,-6.6,,2.5,43,,,-8.2
292,108,서울,2017-01-13 04:00,-7.2,,1.1,38,,,-9.1
293,108,서울,2017-01-13 05:00,-7.2,,1.4,37,,,-8.9
294,108,서울,2017-01-13 06:00,-7.4,,1.2,37,,,-9.2
295,108,서울,2017-01-13 07:00,-7.2,,1.3,38,,,-6.9
296,108,서울,2017-01-13 08:00,-6.7,,1.6,28,0.0,,-5.5
297,108,서울,2017-01-13 09:00,-6.9,0.0,1.5,58,0.0,0.2,-3.9
298,108,서울,2017-01-13 10:00,-6.9,,1.5,64,0.0,0.3,-1.5
299,108,서울,2017-01-13 11:00,-7.0,,1.3,81,0.0,1.1,-0.3
300,108,서울,2017-01-13 12:00,-5.4,0.6,2.3,70,0.3,1.5,4.7
301,108,서울,2017-01-13 13:00,-3.7,,2.5,62,1.0,0.8,8.1
302,108,서울,2017-01-13 14:00,-2.2,,3.6,49,1.0,,9.0
303,108,서울,2017-01-13 15:00,-1.4,,3.3,39,1.0,,6.9
304,108,서울,2017-01-13 16:00,-2.0,,5.3,34,1.0,,2.1
305,108,서울,2017-01-13 17:00,-3.0,,5.6,39,1.0,,-2.3
306,108,서울,2017-01-13 18:00,-4.1,,4.3,44,0.3,,-4.2
307,108,서울,2017-01-13 19:00,-4.9,,4.9,37,,,-4.9
308,108,서울,2017-01-13 20:00,-6.8,,5.9,39,,,-6.3
309,108,서울,2017-01-13 21:00,-7.7,,4.4,44,,,-7.3
310,108,서울,2017-01-13 22:00,-8.1,,2.5,44,,,-8.3
311,108,서울,2017-01-13 23:00,-8.6,,2.2,45,,,-8.9
312,108,서울,2017-01-14 00:00,-8.6,,2.4,44,,,-9.4
313,108,서울,2017-01-14 01:00,-8.7,,2.9,43,,,-9.6
314,108,서울,2017-01-14 02:00,-8.9,,2.3,44,,,-9.9
315,108,서울,2017-01-14 03:00,-8.8,,3.2,45,,,-9.9
316,108,서울,2017-01-14 04:00,-9.2,,2.5,48,,,-10.5
317,108,서울,2017-01-14 05:00,-9.5,,3.5,46,,,-10.5
318,108,서울,2017-01-14 06:00,-9.6,,4.2,48,,,-10.6
319,108,서울,2017-01-14 07:00,-9.9,,3.4,44,,,-10.9
320,108,서울,2017-01-14 08:00,-10.5,,3.6,38,0.0,,-11.2
321,108,서울,2017-01-14 09:00,-10.3,,4.4,35,0.9,,-7.0
322,108,서울,2017-01-14 10:00,-9.5,,4.9,31,1.0,,-1.2
323,108,서울,2017-01-14 11:00,-8.3,,3.7,28,1.0,,5.0
324,108,서울,2017-01-14 12:00,-7.5,,4.9,25,1.0,,7.5
325,108,서울,2017-01-14 13:00,-6.7,,4.6,24,1.0,,9.4
326,108,서울,2017-01-14 14:00,-6.1,,5.5,23,1.0,,8.0
327,108,서울,2017-01-14 15:00,-5.7,,5.4,24,1.0,,4.4
328,108,서울,2017-01-14 16:00,-5.5,,4.8,24,1.0,,1.2
329,108,서울,2017-01-14 17:00,-6.5,,4.5,26,1.0,,-4.4
330,108,서울,2017-01-14 18:00,-7.3,,3.1,28,0.3,,-6.5
331,108,서울,2017-01-14 19:00,-7.8,,3.0,29,,,-7.5
332,108,서울,2017-01-14 20:00,-8.2,,4.1,30,,,-8.6
333,108,서울,2017-01-14 21:00,-8.3,,3.0,31,,,-9.6
334,108,서울,2017-01-14 22:00,-8.8,,3.5,31,,,-10.2
335,108,서울,2017-01-14 23:00,-9.4,,2.6,29,,,-11.1
336,108,서울,2017-01-15 00:00,-9.4,,3.3,30,,,-11.2
337,108,서울,2017-01-15 01:00,-9.8,,1.5,31,,,-12.0
338,108,서울,2017-01-15 02:00,-10.4,,0.7,33,,,-12.7
339,108,서울,2017-01-15 03:00,-10.5,,1.9,33,,,-12.6
340,108,서울,2017-01-15 04:00,-10.3,,2.1,34,,,-12.7
341,108,서울,2017-01-15 05:00,-10.8,,1.0,35,,,-13.1
342,108,서울,2017-01-15 06:00,-10.9,,1.6,38,,,-13.3
343,108,서울,2017-01-15 07:00,-11.2,,1.4,42,,,-13.6
344,108,서울,2017-01-15 08:00,-11.4,,1.4,44,0.0,,-13.3
345,108,서울,2017-01-15 09:00,-10.3,,2.3,40,0.9,,-6.8
346,108,서울,2017-01-15 10:00,-8.5,,3.4,34,1.0,,1.0
347,108,서울,2017-01-15 11:00,-6.6,,3.6,30,1.0,,7.1
348,108,서울,2017-01-15 12:00,-5.5,,2.6,28,1.0,,10.6
349,108,서울,2017-01-15 13:00,-4.6,,4.1,27,1.0,,11.5
350,108,서울,2017-01-15 14:00,-3.4,,3.8,27,1.0,,12.5
351,108,서울,2017-01-15 15:00,-1.8,,3.0,27,1.0,,9.3
352,108,서울,2017-01-15 16:00,-1.1,,2.3,26,1.0,,5.2
353,108,서울,2017-01-15 17:00,-1.9,,2.3,29,1.0,,-2.8
354,108,서울,2017-01-15 18:00,-3.4,,1.5,31,0.3,,-5.2
355,108,서울,2017-01-15 19:00,-4.0,,2.1,38,,,-5.7
356,108,서울,2017-01-15 20:00,-4.2,,1.8,43,,,-6.4
357,108,서울,2017-01-15 21:00,-4.6,,1.5,41,,,-6.8
358,108,서울,2017-01-15 22:00,-4.7,,3.9,39,,,-6.7
359,108,서울,2017-01-15 23:00,-5.3,,3.3,41,,,-7.7
360,108,서울,2017-01-16 00:00,-6.0,,2.2,44,,,-8.7
361,108,서울,2017-01-16 01:00,-6.9,,0.9,45,,,-10.6
362,108,서울,2017-01-16 02:00,-7.4,,1.1,43,,,-11.2
363,108,서울,2017-01-16 03:00,-7.8,,0.7,43,,,-11.8
364,108,서울,2017-01-16 04:00,-7.8,,0.9,46,,,-11.8
365,108,서울,2017-01-16 05:00,-8.4,,1.1,50,,,-12.0
366,108,서울,2017-01-16 06:00,-8.7,,1.4,45,,,-12.4
367,108,서울,2017-01-16 07:00,-8.7,,0.6,46,,,-12.8
368,108,서울,2017-01-16 08:00,-8.9,,1.0,49,0.0,,-12.4
369,108,서울,2017-01-16 09:00,-8.2,,1.7,47,0.9,,-5.7
370,108,서울,2017-01-16 10:00,-5.2,,1.8,34,1.0,,3.2
371,108,서울,2017-01-16 11:00,-2.0,,2.4,31,1.0,,9.2
