,지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),적설(cm),지면온도(°C)
6285,108,서울,2017-09-19 21:00,23.3,4.0,6.0,88,,,22.7
6286,108,서울,2017-09-19 22:00,22.2,4.0,4.6,87,,,21.4
6287,108,서울,2017-09-19 23:00,20.9,,3.0,84,,,20.2
6288,108,서울,2017-09-20 00:00,20.6,,3.4,85,,,19.4
6289,108,서울,2017-09-20 01:00,19.6,,2.9,59,,,17.6
6290,108,서울,2017-09-20 02:00,18.3,,2.5,50,,,16.1
6291,108,서울,2017-09-20 03:00,17.5,,3.3,45,,,14.8
6292,108,서울,2017-09-20 04:00,16.4,,2.9,51,,,13.7
6293,108,서울,2017-09-20 05:00,15.2,,1.4,52,,,13.1
6294,108,서울,2017-09-20 06:00,14.4,,1.5,58,,,12.4
6295,108,서울,2017-09-20 07:00,14.3,,1.2,57,0.5,,12.3
6296,108,서울,2017-09-20 08:00,16.1,,2.9,48,1.0,,14.7
6297,108,서울,2017-09-20 09:00,17.6,,3.4,45,1.0,,19.6
6298,108,서울,2017-09-20 10:00,19.2,,2.6,43,1.0,,25.0
6299,108,서울,2017-09-20 11:00,20.6,,3.2,43,1.0,,29.0
6300,108,서울,2017-09-20 12:00,21.7,,4.2,35,1.0,,31.6
6301,108,서울,2017-09-20 13:00,22.6,,3.1,36,1.0,,32.6
6302,108,서울,2017-09-20 14:00,23.1,,2.5,35,1.0,,32.0
6303,108,서울,2017-09-20 15:00,24.8,,2.0,33,1.0,,30.4
6304,108,서울,2017-09-20 16:00,23.9,,2.5,32,1.0,,27.3
6305,108,서울,2017-09-20 17:00,23.7,,2.3,34,1.0,,23.7
6306,108,서울,2017-09-20 18:00,22.7,,1.9,38,1.0,,20.5
6307,108,서울,2017-09-20 19:00,20.8,,1.4,50,0.1,,18.2
6308,108,서울,2017-09-20 20:00,20.0,,2.1,55,,,17.0
6309,108,서울,2017-09-20 21:00,19.8,,2.4,61,,,16.5
6310,108,서울,2017-09-20 22:00,19.1,,0.9,66,,,15.7
6311,108,서울,2017-09-20 23:00,18.5,,0.7,71,,,15.1
6312,108,서울,2017-09-21 00:00,17.7,,0.9,76,,,14.5
6313,108,서울,2017-09-21 01:00,16.7,,1.4,71,,,13.9
6314,108,서울,2017-09-21 02:00,16.1,,1.7,77,,,13.7
6315,108,서울,2017-09-21 03:00,15.7,,1.3,77,,,13.3
6316,108,서울,2017-09-21 04:00,15.2,,2.1,79,,,13.0
6317,108,서울,2017-09-21 05:00,14.8,,2.2,78,,,12.8
6318,108,서울,2017-09-21 06:00,14.4,,1.6,80,,,12.5
6319,108,서울,2017-09-21 07:00,14.5,,1.3,75,0.4,,12.8
6320,108,서울,2017-09-21 08:00,16.9,,1.9,67,1.0,,15.5
6321,108,서울,2017-09-21 09:00,19.0,,2.3,61,1.0,,20.8
6322,108,서울,2017-09-21 10:00,21.1,,1.6,56,1.0,,26.7
6323,108,서울,2017-09-21 11:00,23.0,,1.8,47,1.0,,31.7
6324,108,서울,2017-09-21 12:00,23.9,,1.5,38,1.0,,35.0
6325,108,서울,2017-09-21 13:00,24.7,,1.9,36,1.0,,36.8
6326,108,서울,2017-09-21 14:00,26.3,,1.5,32,1.0,,36.5
6327,108,서울,2017-09-21 15:00,26.6,,1.5,31,1.0,,34.6
6328,108,서울,2017-09-21 16:00,26.8,,2.3,30,1.0,,31.4
6329,108,서울,2017-09-21 17:00,26.4,,0.8,32,1.0,,27.4
6330,108,서울,2017-09-21 18:00,24.9,,1.0,35,1.0,,23.7
6331,108,서울,2017-09-21 19:00,22.5,,1.6,61,0.1,,21.0
6332,108,서울,2017-09-21 20:00,21.1,,1.9,67,,,19.3
6333,108,서울,2017-09-21 21:00,20.3,,1.5,69,,,18.1
6334,108,서울,2017-09-21 22:00,19.4,,0.2,72,,,16.7
6335,108,서울,2017-09-21 23:00,18.5,,1.2,75,,,15.7
6336,108,서울,2017-09-22 00:00,17.5,,1.1,67,,,15.0
6337,108,서울,2017-09-22 01:00,17.0,,2.1,66,,,14.5
6338,108,서울,2017-09-22 02:00,16.4,,1.8,70,,,14.1
6339,108,서울,2017-09-22 03:00,16.2,,1.7,71,,,14.2
6340,108,서울,2017-09-22 04:00,15.9,,1.6,73,,,14.0
6341,108,서울,2017-09-22 05:00,15.6,,1.7,72,,,13.8
6342,108,서울,2017-09-22 06:00,15.4,,2.4,71,,,13.7
6343,108,서울,2017-09-22 07:00,15.6,,2.0,69,0.0,,13.9
6344,108,서울,2017-09-22 08:00,17.2,,1.8,63,1.0,,16.5
6345,108,서울,2017-09-22 09:00,20.0,,2.2,55,1.0,,21.6
6346,108,서울,2017-09-22 10:00,21.7,,2.3,52,1.0,,27.7
6347,108,서울,2017-09-22 11:00,23.7,,1.5,48,1.0,,31.9
6348,108,서울,2017-09-22 12:00,24.9,,1.9,48,1.0,,35.0
6349,108,서울,2017-09-22 13:00,25.4,,3.3,41,0.9,,34.3
6350,108,서울,2017-09-22 14:00,26.2,,2.9,45,1.0,,34.6
6351,108,서울,2017-09-22 15:00,26.4,,3.1,37,1.0,,34.5
6352,108,서울,2017-09-22 16:00,26.7,,3.4,44,1.0,,31.6
6353,108,서울,2017-09-22 17:00,25.4,,3.8,46,1.0,,27.5
6354,108,서울,2017-09-22 18:00,23.9,,2.5,54,1.0,,23.8
6355,108,서울,2017-09-22 19:00,22.0,,2.4,59,0.1,,20.9
6356,108,서울,2017-09-22 20:00,20.8,,2.0,70,,,19.2
6357,108,서울,2017-09-22 21:00,20.0,,2.0,75,,,18.2
6358,108,서울,2017-09-22 22:00,19.5,,1.2,71,,,17.1
6359,108,서울,2017-09-22 23:00,19.0,,0.7,74,,,16.4
6360,108,서울,2017-09-23 00:00,18.3,,0.6,75,,,15.6
6361,108,서울,2017-09-23 01:00,18.0,,0.6,74,,,15.3
6362,108,서울,2017-09-23 02:00,17.7,,0.7,76,,,15.3
6363,108,서울,2017-09-23 03:00,17.6,,1.6,78,,,16.6
6364,108,서울,2017-09-23 04:00,18.0,,1.0,75,,,17.7
6365,108,서울,2017-09-23 05:00,18.7,,0.7,79,,,18.3
6366,108,서울,2017-09-23 06:00,18.7,,1.2,79,,,18.4
6367,108,서울,2017-09-23 07:00,18.7,0.0,2.0,82,0.0,,18.4
6368,108,서울,2017-09-23 08:00,19.3,,1.4,79,0.0,,20.4
6369,108,서울,2017-09-23 09:00,20.5,,1.4,75,0.1,,22.8
6370,108,서울,2017-09-23 10:00,21.5,,1.5,72,0.2,,24.9
6371,108,서울,2017-09-23 11:00,23.1,,0.9,65,0.5,,30.4
6372,108,서울,2017-09-23 12:00,25.1,,2.8,64,1.0,,36.6
6373,108,서울,2017-09-23 13:00,25.8,,2.5,64,1.0,,38.2
6374,108,서울,2017-09-23 14:00,27.0,,2.5,53,1.0,,38.9
6375,108,서울,2017-09-23 15:00,26.9,,1.5,52,0.9,,35.1
6376,108,서울,2017-09-23 16:00,26.9,,3.1,43,0.6,,33.1
6377,108,서울,2017-09-23 17:00,26.3,,2.9,47,0.9,,28.8
6378,108,서울,2017-09-23 18:00,24.8,,3.3,46,1.0,,24.5
6379,108,서울,2017-09-23 19:00,23.2,,1.7,50,0.1,,21.1
6380,108,서울,2017-09-23 20:00,22.0,,1.9,70,,,19.6
6381,108,서울,2017-09-23 21:00,21.4,,1.7,78,,,18.7
6382,108,서울,2017-09-23 22:00,21.1,,1.3,83,,,18.2
6383,108,서울,2017-09-23 23:00,20.5,,0.3,84,,,17.8
6384,108,서울,2017-09-24 00:00,19.7,,0.4,86,,,17.0
6385,108,서울,2017-09-24 01:00,19.3,,0.0,86,,,17.2
6386,108,서울,2017-09-24 02:00,19.1,,1.8,83,,,17.6
6387,108,서울,2017-09-24 03:00,18.8,,1.5,82,,,17.9
6388,108,서울,2017-09-24 04:00,18.9,,1.6,83,,,17.6
6389,108,서울,2017-09-24 05:00,18.8,,2.1,84,,,17.5
6390,108,서울,2017-09-24 06:00,18.9,,1.9,84,,,17.5
6391,108,서울,2017-09-24 07:00,19.2,,2.4,82,0.0,,18.6
6392,108,서울,2017-09-24 08:00,19.8,,1.5,80,0.0,,20.4
6393,108,서울,2017-09-24 09:00,20.7,,2.4,76,0.0,,23.0
6394,108,서울,2017-09-24 10:00,22.4,,1.4,70,0.4,,28.1
6395,108,서울,2017-09-24 11:00,23.8,,1.2,70,0.5,,31.6
6396,108,서울,2017-09-24 12:00,25.8,,1.1,61,1.0,,36.5
6397,108,서울,2017-09-24 13:00,27.7,,1.5,56,1.0,,40.5
6398,108,서울,2017-09-24 14:00,27.7,,3.0,56,0.7,,37.7
6399,108,서울,2017-09-24 15:00,27.6,,1.5,57,0.9,,34.6
6400,108,서울,2017-09-24 16:00,26.6,,3.9,60,0.5,,31.1
6401,108,서울,2017-09-24 17:00,25.8,0.0,3.4,67,0.4,,29.0
6402,108,서울,2017-09-24 18:00,25.0,,2.8,73,0.0,,25.8
6403,108,서울,2017-09-24 19:00,23.8,,3.0,81,0.0,,23.4
6404,108,서울,2017-09-24 20:00,23.4,,2.0,81,,,23.1
6405,108,서울,2017-09-24 21:00,22.6,0.0,2.5,65,,,21.8
6406,108,서울,2017-09-24 22:00,21.2,,1.9,70,,,19.9
6407,108,서울,2017-09-24 23:00,20.4,,0.9,69,,,18.6
6408,108,서울,2017-09-25 00:00,19.8,,0.9,74,,,17.7
6409,108,서울,2017-09-25 01:00,19.3,,0.6,75,,,16.9
6410,108,서울,2017-09-25 02:00,19.2,,1.5,77,,,16.8
6411,108,서울,2017-09-25 03:00,18.8,,0.8,77,,,16.3
6412,108,서울,2017-09-25 04:00,18.5,,0.3,77,,,16.5
6413,108,서울,2017-09-25 05:00,18.0,,1.1,79,,,15.7
6414,108,서울,2017-09-25 06:00,17.5,,1.8,79,,,15.5
6415,108,서울,2017-09-25 07:00,17.5,,1.8,76,0.0,,15.9
6416,108,서울,2017-09-25 08:00,19.3,,1.2,67,0.9,,18.8
6417,108,서울,2017-09-25 09:00,21.5,,1.7,64,1.0,,24.3
6418,108,서울,2017-09-25 10:00,24.1,,2.3,56,1.0,,31.1
6419,108,서울,2017-09-25 11:00,25.8,,1.3,46,1.0,,36.9
6420,108,서울,2017-09-25 12:00,26.9,,1.2,42,1.0,,40.8
6421,108,서울,2017-09-25 13:00,28.7,,1.1,38,1.0,,42.3
6422,108,서울,2017-09-25 14:00,29.0,,1.4,36,1.0,,41.9
6423,108,서울,2017-09-25 15:00,29.8,,1.3,37,1.0,,39.4
6424,108,서울,2017-09-25 16:00,29.6,,1.1,39,1.0,,35.6
6425,108,서울,2017-09-25 17:00,29.0,,1.0,40,1.0,,31.0
6426,108,서울,2017-09-25 18:00,27.4,,1.8,43,0.5,,26.0
6427,108,서울,2017-09-25 19:00,25.5,,0.7,50,0.0,,23.4
6428,108,서울,2017-09-25 20:00,24.4,,1.2,53,,,21.7
6429,108,서울,2017-09-25 21:00,23.7,,1.2,57,,,20.6
6430,108,서울,2017-09-25 22:00,22.8,,1.7,62,,,19.7
6431,108,서울,2017-09-25 23:00,22.0,,1.4,67,,,18.9
6432,108,서울,2017-09-26 00:00,21.7,,1.7,65,,,19.3
6433,108,서울,2017-09-26 01:00,21.3,,2.5,65,,,18.6
6434,108,서울,2017-09-26 02:00,20.8,,2.3,69,,,17.9
6435,108,서울,2017-09-26 03:00,20.4,,1.7,70,,,17.7
6436,108,서울,2017-09-26 04:00,19.9,,2.5,72,,,17.2
6437,108,서울,2017-09-26 05:00,19.8,,2.2,71,,,17.4
6438,108,서울,2017-09-26 06:00,19.5,,2.2,72,,,17.1
6439,108,서울,2017-09-26 07:00,19.5,,2.0,72,0.0,,17.4
6440,108,서울,2017-09-26 08:00,20.8,,1.9,66,1.0,,20.0
6441,108,서울,2017-09-26 09:00,23.0,,2.7,61,1.0,,25.3
6442,108,서울,2017-09-26 10:00,24.9,,2.3,55,1.0,,32.4
6443,108,서울,2017-09-26 11:00,26.5,,2.8,50,1.0,,38.6
6444,108,서울,2017-09-26 12:00,28.7,,2.2,43,1.0,,43.1
6445,108,서울,2017-09-26 13:00,29.3,,1.8,42,1.0,,44.6
6446,108,서울,2017-09-26 14:00,30.7,,1.8,37,1.0,,44.3
6447,108,서울,2017-09-26 15:00,31.1,,1.5,39,1.0,,40.9
6448,108,서울,2017-09-26 16:00,30.4,,1.2,39,0.7,,35.7
6449,108,서울,2017-09-26 18:00,27.9,,,45,0.0,,27.8
6450,108,서울,2017-09-26 17:00,0.0,0.0,0.0,0,0.0,0.0,0.0
6451,108,서울,2017-09-26 19:00,26.4,,,60,0.0,,26.0
6452,108,서울,2017-09-26 20:00,25.9,,0.3,59,,,24.8
6453,108,서울,2017-09-26 21:00,25.5,0.0,1.1,61,,,24.0
6454,108,서울,2017-09-26 22:00,25.0,0.0,1.3,65,,,22.9
6455,108,서울,2017-09-26 23:00,24.6,0.0,0.6,63,,,22.6
6456,108,서울,2017-09-27 00:00,24.3,0.0,0.3,65,,,22.2
6457,108,서울,2017-09-27 01:00,24.1,0.0,1.2,70,,,21.9
6458,108,서울,2017-09-27 02:00,23.8,0.0,0.5,73,,,21.6
6459,108,서울,2017-09-27 03:00,23.2,0.5,2.4,75,,,21.1
6460,108,서울,2017-09-27 04:00,22.8,0.0,1.2,83,,,21.1
6461,108,서울,2017-09-27 05:00,22.3,0.0,1.2,66,,,20.4
6462,108,서울,2017-09-27 06:00,21.6,0.0,2.2,61,,,19.7
6463,108,서울,2017-09-27 07:00,20.9,0.0,1.6,55,,,19.2
6464,108,서울,2017-09-27 08:00,21.0,,1.6,56,,,20.3
6465,108,서울,2017-09-27 09:00,21.1,0.0,1.2,65,,,21.5
6466,108,서울,2017-09-27 10:00,22.2,0.0,0.3,63,,,24.2
6467,108,서울,2017-09-27 11:00,23.1,0.0,1.2,71,,,26.7
6468,108,서울,2017-09-27 12:00,22.7,0.0,4.2,73,,,25.7
6469,108,서울,2017-09-27 13:00,23.8,,2.6,70,,,28.5
6470,108,서울,2017-09-27 14:00,25.9,,2.3,58,,,34.5
6471,108,서울,2017-09-27 15:00,27.1,,2.1,58,,,34.0
6472,108,서울,2017-09-27 16:00,26.2,,3.3,59,,,29.2
6473,108,서울,2017-09-27 17:00,25.3,,2.8,61,,,27.6
6474,108,서울,2017-09-27 18:00,24.8,,2.3,58,,,25.0
6475,108,서울,2017-09-27 19:00,23.6,,2.5,65,,,22.0
6476,108,서울,2017-09-27 20:00,22.5,,3.4,65,,,20.5
6477,108,서울,2017-09-27 21:00,21.5,,1.8,70,,,19.4
6478,108,서울,2017-09-27 22:00,20.8,,2.1,69,,,19.0
6479,108,서울,2017-09-27 23:00,20.4,,1.1,67,,,18.6
6480,108,서울,2017-09-28 00:00,19.9,,2.1,71,,,18.3
6481,108,서울,2017-09-28 01:00,19.5,,1.0,70,,,18.2
6482,108,서울,2017-09-28 02:00,19.1,,1.4,72,,,18.0
6483,108,서울,2017-09-28 03:00,18.8,,1.0,74,,,17.7
6484,108,서울,2017-09-28 04:00,18.5,,1.9,75,,,17.6
6485,108,서울,2017-09-28 05:00,17.8,,2.5,79,,,16.5
6486,108,서울,2017-09-28 06:00,17.1,,1.9,82,,,15.3
6487,108,서울,2017-09-28 07:00,16.6,,1.1,83,,,14.8
6488,108,서울,2017-09-28 08:00,17.7,,2.2,69,,,17.0
6489,108,서울,2017-09-28 09:00,19.2,,2.8,56,,,22.7
6490,108,서울,2017-09-28 10:00,20.9,,2.9,39,,,29.4
6491,108,서울,2017-09-28 11:00,22.1,,2.8,33,,,35.9
6492,108,서울,2017-09-28 12:00,23.0,,3.7,21,,,39.8
6493,108,서울,2017-09-28 13:00,24.1,,3.2,26,,,41.2
6494,108,서울,2017-09-28 14:00,24.9,,3.5,30,,,40.8
6495,108,서울,2017-09-28 15:00,24.1,,5.3,35,,,36.3
6496,108,서울,2017-09-28 16:00,23.8,,3.8,38,,,31.6
6497,108,서울,2017-09-28 17:00,22.6,,5.2,38,1.0,,25.7
6498,108,서울,2017-09-28 18:00,20.4,,3.9,42,1.0,,21.3
6499,108,서울,2017-09-28 19:00,19.1,,2.9,46,0.0,,18.6
6500,108,서울,2017-09-28 20:00,18.3,,4.1,39,,,17.1
6501,108,서울,2017-09-28 21:00,16.6,,3.8,36,,,15.4
6502,108,서울,2017-09-28 22:00,15.7,,3.2,41,,,14.2
6503,108,서울,2017-09-28 23:00,14.7,,1.0,43,,,12.7
6504,108,서울,2017-09-29 00:00,14.3,,1.9,47,,,12.0
6505,108,서울,2017-09-29 01:00,13.9,,1.6,48,,,11.5
6506,108,서울,2017-09-29 02:00,13.8,,1.8,48,,,11.1
6507,108,서울,2017-09-29 03:00,13.1,,1.1,51,,,10.1
6508,108,서울,2017-09-29 04:00,12.3,,0.8,58,,,9.3
6509,108,서울,2017-09-29 05:00,11.7,,0.9,61,,,8.6
6510,108,서울,2017-09-29 06:00,11.4,,1.1,60,,,8.2
6511,108,서울,2017-09-29 07:00,11.3,,0.2,54,0.3,,8.3
6512,108,서울,2017-09-29 08:00,13.4,,0.0,35,1.0,,10.9
6513,108,서울,2017-09-29 09:00,16.7,,1.3,27,1.0,,19.3
6514,108,서울,2017-09-29 10:00,18.7,,1.4,28,1.0,,26.3
6515,108,서울,2017-09-29 11:00,20.4,,2.4,27,1.0,,34.7
6516,108,서울,2017-09-29 12:00,22.0,,2.6,26,1.0,,38.9
6517,108,서울,2017-09-29 13:00,22.7,,3.2,25,1.0,,40.6
6518,108,서울,2017-09-29 14:00,23.0,,4.0,27,1.0,,39.5
6519,108,서울,2017-09-29 15:00,22.4,,4.2,27,1.0,,35.4
6520,108,서울,2017-09-29 16:00,21.3,,3.5,29,0.9,,29.6
6521,108,서울,2017-09-29 17:00,20.4,,2.5,32,0.4,,25.1
6522,108,서울,2017-09-29 18:00,19.5,,4.0,30,0.9,,20.8
6523,108,서울,2017-09-29 19:00,18.4,,1.9,33,0.0,,17.4
6524,108,서울,2017-09-29 20:00,17.9,,2.3,42,,,16.0
6525,108,서울,2017-09-29 21:00,17.6,,2.8,42,,,15.1
6526,108,서울,2017-09-29 22:00,17.3,,2.5,45,,,14.6
6527,108,서울,2017-09-29 23:00,17.0,,2.5,46,,,14.1
6528,108,서울,2017-09-30 00:00,16.6,,1.4,51,,,13.5
6529,108,서울,2017-09-30 01:00,16.7,,1.6,55,,,13.6
6530,108,서울,2017-09-30 02:00,16.6,,2.0,60,,,13.4
6531,108,서울,2017-09-30 03:00,16.5,,1.2,62,,,13.2
6532,108,서울,2017-09-30 04:00,16.2,,1.0,68,,,13.5
6533,108,서울,2017-09-30 05:00,15.5,,1.0,67,,,13.2
6534,108,서울,2017-09-30 06:00,14.9,,1.4,68,,,12.9
6535,108,서울,2017-09-30 07:00,14.7,,1.0,67,0.0,,13.5
6536,108,서울,2017-09-30 08:00,16.0,,1.9,62,0.0,,16.8
6537,108,서울,2017-09-30 09:00,17.6,,1.4,58,0.0,,20.3
6538,108,서울,2017-09-30 10:00,20.8,,1.1,55,0.7,,28.0
6539,108,서울,2017-09-30 11:00,22.5,,1.1,57,0.8,,30.2
6540,108,서울,2017-09-30 12:00,22.6,,1.0,59,0.0,,28.6
6541,108,서울,2017-09-30 13:00,23.3,,1.4,54,0.4,,29.5
6542,108,서울,2017-09-30 14:00,23.5,,1.3,56,0.3,,27.9
6543,108,서울,2017-09-30 15:00,25.7,,3.6,54,1.0,,33.6
6544,108,서울,2017-09-30 16:00,25.3,,2.4,52,0.9,,30.3
6545,108,서울,2017-09-30 17:00,25.0,,2.0,53,1.0,,26.5
6546,108,서울,2017-09-30 18:00,23.7,,1.5,59,0.7,,22.6
6547,108,서울,2017-09-30 19:00,22.3,,1.6,65,0.0,,19.9
6548,108,서울,2017-09-30 20:00,21.5,,1.5,69,,,18.3
6549,108,서울,2017-09-30 21:00,20.3,,1.5,76,,,17.2
6550,108,서울,2017-09-30 22:00,19.7,,0.7,79,,,16.2
6551,108,서울,2017-09-30 23:00,19.1,,0.6,81,,,15.6
6552,108,서울,2017-10-01 00:00,18.4,,1.3,83,,,15.1
6553,108,서울,2017-10-01 01:00,18.0,,1.6,81,,,15.2
6554,108,서울,2017-10-01 02:00,17.9,,1.8,81,,,15.5
6555,108,서울,2017-10-01 03:00,17.7,,1.8,80,,,15.2
6556,108,서울,2017-10-01 04:00,17.5,,1.3,79,,,15.4
6557,108,서울,2017-10-01 05:00,17.3,,1.9,79,,,15.5
6558,108,서울,2017-10-01 06:00,17.4,,2.0,77,,,15.7
6559,108,서울,2017-10-01 07:00,17.3,,2.7,77,0.0,,15.8
6560,108,서울,2017-10-01 08:00,17.6,,2.3,72,0.0,,17.1
6561,108,서울,2017-10-01 09:00,19.3,,1.5,63,0.1,,22.2
6562,108,서울,2017-10-01 10:00,20.5,,1.8,62,0.5,,22.9
6563,108,서울,2017-10-01 11:00,20.5,0.0,1.4,59,0.0,,22.7
6564,108,서울,2017-10-01 12:00,21.1,0.0,1.3,59,0.0,,23.8
6565,108,서울,2017-10-01 13:00,19.5,0.4,3.6,65,0.0,,20.0
6566,108,서울,2017-10-01 14:00,18.8,1.1,1.3,73,0.0,,20.8
6567,108,서울,2017-10-01 15:00,19.1,0.0,1.2,77,0.0,,21.6
6568,108,서울,2017-10-01 16:00,18.5,0.0,2.5,73,0.0,,19.8
6569,108,서울,2017-10-01 17:00,18.8,0.0,2.7,70,0.0,,19.5
6570,108,서울,2017-10-01 18:00,18.5,,1.6,67,0.0,,18.0
6571,108,서울,2017-10-01 19:00,18.3,,3.9,67,0.0,,17.2
6572,108,서울,2017-10-01 20:00,17.4,0.5,3.3,78,,,16.7
6573,108,서울,2017-10-01 21:00,16.5,0.0,3.9,83,,,16.2
6574,108,서울,2017-10-01 22:00,15.7,0.5,3.7,89,,,15.9
6575,108,서울,2017-10-01 23:00,15.5,0.5,3.9,91,,,15.8
6576,108,서울,2017-10-02 00:00,15.6,1.0,3.8,92,,,15.9
6577,108,서울,2017-10-02 01:00,15.9,0.5,3.4,93,,,16.1
6578,108,서울,2017-10-02 02:00,16.1,0.5,2.6,93,,,16.3
6579,108,서울,2017-10-02 03:00,16.3,0.5,2.8,93,,,16.4
6580,108,서울,2017-10-02 04:00,16.5,0.0,2.4,92,,,16.5
6581,108,서울,2017-10-02 05:00,16.7,,0.4,89,,,16.8
6582,108,서울,2017-10-02 06:00,17.0,,0.8,90,,,17.0
6583,108,서울,2017-10-02 07:00,16.9,,0.9,87,0.0,,17.1
6584,108,서울,2017-10-02 08:00,17.8,,1.7,77,0.3,,17.2
6585,108,서울,2017-10-02 09:00,20.5,,2.0,69,1.0,,21.7
6586,108,서울,2017-10-02 10:00,23.1,,1.9,62,1.0,,26.8
6587,108,서울,2017-10-02 11:00,24.9,,1.6,52,1.0,,30.6
6588,108,서울,2017-10-02 12:00,26.4,,2.2,47,1.0,,32.5
6589,108,서울,2017-10-02 13:00,27.4,,3.7,44,1.0,,32.3
6590,108,서울,2017-10-02 14:00,28.0,,2.5,40,1.0,,31.9
6591,108,서울,2017-10-02 15:00,29.0,,1.5,35,1.0,,30.4
6592,108,서울,2017-10-02 16:00,28.9,,3.1,35,1.0,,27.3
6593,108,서울,2017-10-02 17:00,27.7,,2.8,40,1.0,,24.1
6594,108,서울,2017-10-02 18:00,25.8,,3.4,47,0.9,,21.7
6595,108,서울,2017-10-02 19:00,24.4,,1.9,53,0.0,,20.2
6596,108,서울,2017-10-02 20:00,23.0,,4.3,59,,,19.0
6597,108,서울,2017-10-02 21:00,21.9,,4.8,57,,,18.1
6598,108,서울,2017-10-02 22:00,21.0,,1.9,58,,,17.4
6599,108,서울,2017-10-02 23:00,20.0,,1.7,63,,,16.6
6600,108,서울,2017-10-03 00:00,19.0,,3.5,60,,,15.6
6601,108,서울,2017-10-03 01:00,17.7,,2.6,60,,,14.7
6602,108,서울,2017-10-03 02:00,16.6,,1.4,59,,,13.9
6603,108,서울,2017-10-03 03:00,15.7,,2.0,61,,,13.1
6604,108,서울,2017-10-03 04:00,15.2,,2.1,64,,,12.5
6605,108,서울,2017-10-03 05:00,14.5,,2.5,54,,,11.9
6606,108,서울,2017-10-03 06:00,14.1,,2.8,49,,,11.4
6607,108,서울,2017-10-03 07:00,13.4,,1.4,56,0.0,,11.5
6608,108,서울,2017-10-03 08:00,14.1,,2.3,48,1.0,,12.4
6609,108,서울,2017-10-03 09:00,16.0,,2.5,47,1.0,,17.5
6610,108,서울,2017-10-03 10:00,19.0,,0.8,45,1.0,,23.0
6611,108,서울,2017-10-03 11:00,20.3,,1.4,56,0.9,,22.1
6612,108,서울,2017-10-03 12:00,21.8,,1.8,46,0.7,,28.3
6613,108,서울,2017-10-03 13:00,22.7,,1.1,53,0.9,,28.8
6614,108,서울,2017-10-03 14:00,23.2,,0.9,48,0.7,,29.7
6615,108,서울,2017-10-03 15:00,22.9,,2.4,51,0.5,,27.1
6616,108,서울,2017-10-03 16:00,21.7,,2.4,55,0.0,,24.2
6617,108,서울,2017-10-03 17:00,20.7,,3.1,55,0.0,,22.0
6618,108,서울,2017-10-03 18:00,19.5,,4.1,47,0.0,,19.6
6619,108,서울,2017-10-03 19:00,18.0,,3.6,46,0.0,,17.6
6620,108,서울,2017-10-03 20:00,17.2,,4.5,47,,,16.3
6621,108,서울,2017-10-03 21:00,16.5,,3.1,48,,,15.2
6622,108,서울,2017-10-03 22:00,16.0,,3.2,47,,,14.4
6623,108,서울,2017-10-03 23:00,15.1,,2.1,47,,,13.6
6624,108,서울,2017-10-04 00:00,14.1,,1.2,49,,,12.3
6625,108,서울,2017-10-04 01:00,13.4,,1.8,49,,,11.6
6626,108,서울,2017-10-04 02:00,12.5,,2.0,49,,,11.2
6627,108,서울,2017-10-04 03:00,12.1,,1.2,52,,,10.8
6628,108,서울,2017-10-04 04:00,11.6,,1.5,56,,,10.1
6629,108,서울,2017-10-04 05:00,11.2,,1.6,59,,,9.5
6630,108,서울,2017-10-04 06:00,10.8,,0.5,61,,,8.9
6631,108,서울,2017-10-04 07:00,10.7,,1.2,65,0.0,,8.9
6632,108,서울,2017-10-04 08:00,11.8,,0.4,54,0.7,,10.3
6633,108,서울,2017-10-04 09:00,15.2,,2.4,47,1.0,,15.6
6634,108,서울,2017-10-04 10:00,18.0,,2.4,43,1.0,,23.1
6635,108,서울,2017-10-04 11:00,19.9,,2.3,41,1.0,,29.1
6636,108,서울,2017-10-04 12:00,21.7,,1.9,38,1.0,,33.0
6637,108,서울,2017-10-04 13:00,23.6,,1.9,34,1.0,,35.1
6638,108,서울,2017-10-04 14:00,24.2,,1.4,33,1.0,,34.9
6639,108,서울,2017-10-04 15:00,22.7,,1.3,36,0.8,,28.5
6640,108,서울,2017-10-04 16:00,22.3,,0.4,34,0.3,,25.3
6641,108,서울,2017-10-04 17:00,20.9,,3.2,44,0.7,,22.8
6642,108,서울,2017-10-04 18:00,19.2,,4.4,46,0.0,,19.6
6643,108,서울,2017-10-04 19:00,18.2,,1.6,50,0.0,,17.3
6644,108,서울,2017-10-04 20:00,17.4,,0.9,54,,,16.3
6645,108,서울,2017-10-04 21:00,16.8,,0.4,56,,,15.2
6646,108,서울,2017-10-04 22:00,16.1,,2.1,49,,,14.1
6647,108,서울,2017-10-04 23:00,15.7,,2.7,47,,,13.7
6648,108,서울,2017-10-05 00:00,15.4,,2.8,52,,,13.2
6649,108,서울,2017-10-05 01:00,15.2,,2.9,57,,,12.9
6650,108,서울,2017-10-05 02:00,15.0,,2.6,60,,,12.7
6651,108,서울,2017-10-05 03:00,14.7,,2.1,65,,,12.3
6652,108,서울,2017-10-05 04:00,14.3,,2.7,68,,,12.0
6653,108,서울,2017-10-05 05:00,14.1,,2.9,69,,,11.8
