거래일자,지역,연료원,발전량
2018-12-14,대구시,석탄,36.951096
2018-12-14,부산시,석탄,133.35984
2018-12-14,인천시,석탄,101543.8412
2018-12-14,전라남도,석탄,29564.24513
2018-12-14,전라북도,석탄,18485.47572
2018-12-14,충청남도,석탄,288990.0713
2018-12-14,경기도,유류,579.3676
2018-12-14,경상남도,유류,366.402162
2018-12-14,대구시,유류,611.384704
2018-12-14,대전시,유류,500.306464
2018-12-14,울산시,유류,13647.23024
2018-12-14,전라북도,유류,369.767532
2018-12-14,제주도,유류,5821.38627
2018-12-14,충청남도,유류,0
2018-12-14,충청북도,유류,1175.751696
2018-12-14,강원도,LNG,19856.8622
2018-12-14,경기도,LNG,297658.4014
2018-12-14,경상북도,LNG,8871.05425
2018-12-14,광주시,LNG,1744.280944
2018-12-14,대구시,LNG,9713.36352
2018-12-14,부산시,LNG,28999.67096
2018-12-14,서울시,LNG,942.608361
2018-12-14,세종시,LNG,10764.37813
2018-12-14,울산시,LNG,42649.24559
2018-12-14,인천시,LNG,86409.4875
2018-12-14,전라남도,LNG,43695.9003
2018-12-14,전라북도,LNG,8905.056695
2018-12-14,충청남도,LNG,27933.03032
2018-12-14,대전시,LNG,275.409036
2018-12-15,강원도,석탄,67459.99148
2018-12-15,경기도,석탄,1257.69546
2018-12-15,경상남도,석탄,148157.016
2018-12-15,경상북도,석탄,2540.493648
2018-12-15,대구시,석탄,32.851896
2018-12-15,부산시,석탄,10.39824
2018-12-15,인천시,석탄,93075.62428
2018-12-15,전라남도,석탄,30506.5681
2018-12-15,전라북도,석탄,18514.37049
2018-12-15,충청남도,석탄,297997.1516
2018-12-15,경기도,유류,579.205536
2018-12-15,경상남도,유류,237.311466
2018-12-15,대구시,유류,673.745184
2018-12-15,대전시,유류,480.756528
2018-12-15,울산시,유류,0
2018-12-15,전라북도,유류,387.444144
2018-12-15,제주도,유류,6840.890224
2018-12-15,충청남도,유류,0
2018-12-15,충청북도,유류,1175.384532
2018-12-15,강원도,LNG,10528.88088
2018-12-15,경기도,LNG,217814.325
2018-12-15,경상북도,LNG,6709.253138
2018-12-15,광주시,LNG,2821.051968
2018-12-15,대구시,LNG,8566.82624
2018-12-15,부산시,LNG,15009.69537
2018-12-15,서울시,LNG,943.489447
2018-12-15,세종시,LNG,10659.0325
2018-12-15,울산시,LNG,23586.47219
2018-12-15,인천시,LNG,54558.56849
2018-12-15,전라남도,LNG,35230.6148
2018-12-15,전라북도,LNG,5466.812518
2018-12-15,충청남도,LNG,16279.22815
2018-12-15,대전시,LNG,1053.353532
2018-12-16,강원도,석탄,74513.85673
2018-12-16,경기도,석탄,1119.52974
2018-12-16,경상남도,석탄,140330.6438
2018-12-16,경상북도,석탄,2464.64176
2018-12-16,대구시,석탄,13.856472
2018-12-16,부산시,석탄,0
2018-12-16,인천시,석탄,93374.65145
2018-12-16,전라남도,석탄,30827.69756
2018-12-16,전라북도,석탄,18425.63601
2018-12-16,충청남도,석탄,280842.4401
2018-12-16,경기도,유류,579.078416
2018-12-16,경상남도,유류,230.224932
2018-12-16,대구시,유류,672.541856
2018-12-16,대전시,유류,440.08328
2018-12-16,울산시,유류,0
2018-12-16,전라북도,유류,394.100712
2018-12-16,제주도,유류,6167.024248
2018-12-16,충청남도,유류,0
2018-12-16,충청북도,유류,1175.555892
2018-12-16,강원도,LNG,10201.82184
2018-12-16,경기도,LNG,168852.0632
2018-12-16,경상북도,LNG,6516.137947
2018-12-16,광주시,LNG,1445.13488
2018-12-16,대구시,LNG,7704.07288
2018-12-16,부산시,LNG,7034.146661
2018-12-16,서울시,LNG,952.34867
2018-12-16,세종시,LNG,10660.44918
2018-12-16,울산시,LNG,21196.91436
2018-12-16,인천시,LNG,47588.44935
2018-12-16,전라남도,LNG,38327.99879
2018-12-16,전라북도,LNG,4928.803479
2018-12-16,충청남도,LNG,14676.55768
2018-12-16,대전시,LNG,69.9405
2018-12-17,강원도,석탄,75166.47902
2018-12-17,경기도,석탄,1315.275948
2018-12-17,경상남도,석탄,144456.8716
2018-12-17,경상북도,석탄,2515.226112
2018-12-17,대구시,석탄,46.203528
2018-12-17,부산시,석탄,113.58576
2018-12-17,인천시,석탄,97905.00578
2018-12-17,전라남도,석탄,30597.83927
2018-12-17,전라북도,석탄,17910.7317
2018-12-17,충청남도,석탄,278375.0781
2018-12-17,경기도,유류,579.050528
2018-12-17,경상남도,유류,280.319508
2018-12-17,대구시,유류,672.684992
2018-12-17,대전시,유류,368.242448
2018-12-17,울산시,유류,13105.41401
2018-12-17,전라북도,유류,396.027096
2018-12-17,제주도,유류,5045.121816
2018-12-17,충청남도,유류,0
2018-12-17,충청북도,유류,1177.896636
2018-12-17,강원도,LNG,18695.00486
2018-12-17,경기도,LNG,250341.6907
2018-12-17,경상북도,LNG,7942.779686
2018-12-17,광주시,LNG,2724.07737
2018-12-17,대구시,LNG,8781.4552
2018-12-17,부산시,LNG,20455.53451
2018-12-17,서울시,LNG,886.776628
2018-12-17,세종시,LNG,10538.69085
2018-12-17,울산시,LNG,37956.81822
2018-12-17,인천시,LNG,73439.46349
2018-12-17,전라남도,LNG,39959.18154
2018-12-17,전라북도,LNG,8694.652523
2018-12-17,충청남도,LNG,29226.9654
2018-12-17,대전시,LNG,801.2361
2018-12-18,강원도,석탄,75422.09498
2018-12-18,경기도,석탄,1381.2141
2018-12-18,경상남도,석탄,150287.0788
2018-12-18,경상북도,석탄,2550.697408
2018-12-18,대구시,석탄,15.826104
2018-12-18,부산시,석탄,157.92048
2018-12-18,인천시,석탄,112886.5957
2018-12-18,전라남도,석탄,30745.96524
2018-12-18,전라북도,석탄,18292.19013
2018-12-18,충청남도,석탄,281809.7283
2018-12-18,경기도,유류,579.600784
2018-12-18,경상남도,유류,332.802708
2018-12-18,대구시,유류,672.123144
2018-12-18,대전시,유류,416.540208
2018-12-18,울산시,유류,18413.47486
2018-12-18,전라북도,유류,368.17572
2018-12-18,제주도,유류,6476.670312
2018-12-18,충청남도,유류,0
2018-12-18,충청북도,유류,1200.252228
2018-12-18,강원도,LNG,16943.02778
2018-12-18,경기도,LNG,265488.5211
2018-12-18,경상북도,LNG,7601.332812
2018-12-18,광주시,LNG,1369.288844
2018-12-18,대구시,LNG,8641.67528
2018-12-18,부산시,LNG,23032.86617
2018-12-18,서울시,LNG,914.532298
2018-12-18,세종시,LNG,10499.28835
2018-12-18,울산시,LNG,35026.15134
2018-12-18,인천시,LNG,65675.71044
2018-12-18,전라남도,LNG,42436.38531
2018-12-18,전라북도,LNG,9886.317917
2018-12-18,충청남도,LNG,23158.47656
2018-12-18,대전시,LNG,379.16508
2018-12-19,강원도,석탄,64331.09183
2018-12-19,경기도,석탄,1378.346172
2018-12-19,경상남도,석탄,153452.6998
2018-12-19,경상북도,석탄,2569.47936
2018-12-19,대구시,석탄,11.831568
2018-12-19,부산시,석탄,155.53728
2018-12-19,인천시,석탄,108860.812
2018-12-19,전라남도,석탄,30603.82103
2018-12-19,전라북도,석탄,18317.77811
2018-12-19,충청남도,석탄,290142.1253
2018-12-19,경기도,유류,578.378192
2018-12-19,경상남도,유류,390.72432
2018-12-19,대구시,유류,673.005256
2018-12-19,대전시,유류,314.815088
2018-12-19,울산시,유류,16032.4536
2018-12-19,전라북도,유류,368.3901
2018-12-19,제주도,유류,6445.671064
2018-12-19,충청남도,유류,0
2018-12-19,충청북도,유류,1186.864476
2018-12-19,강원도,LNG,13103.7725
2018-12-19,경기도,LNG,253856.9212
2018-12-19,경상북도,LNG,8524.281829
2018-12-19,광주시,LNG,1432.796428
2018-12-19,대구시,LNG,9292.51792
2018-12-19,부산시,LNG,22514.44894
2018-12-19,서울시,LNG,933.564162
2018-12-19,세종시,LNG,10519.3965
2018-12-19,울산시,LNG,32543.45281
2018-12-19,인천시,LNG,58455.78406
2018-12-19,전라남도,LNG,42741.23237
2018-12-19,전라북도,LNG,7743.227134
2018-12-19,충청남도,LNG,22120.40546
2018-12-19,대전시,LNG,231.015876
2018-12-20,강원도,석탄,64817.1685
2018-12-20,경기도,석탄,1392.668508
2018-12-20,경상남도,석탄,156970.0943
2018-12-20,경상북도,석탄,2543.86356
2018-12-20,대구시,석탄,12.387648
2018-12-20,부산시,석탄,158.27616
2018-12-20,인천시,석탄,112640.2707
2018-12-20,전라남도,석탄,30734.09311
2018-12-20,전라북도,석탄,18246.97808
2018-12-20,충청남도,석탄,283183.892
2018-12-20,경기도,유류,579.141192
2018-12-20,경상남도,유류,392.395584
2018-12-20,대구시,유류,673.526336
2018-12-20,대전시,유류,309.591968
2018-12-20,울산시,유류,11742.52726
2018-12-20,전라북도,유류,394.50312
2018-12-20,제주도,유류,6748.718228
2018-12-20,충청남도,유류,0
2018-12-20,충청북도,유류,1200.19998
2018-12-20,강원도,LNG,15905.54042
2018-12-20,경기도,LNG,246833.7642
2018-12-20,경상북도,LNG,8442.217996
2018-12-20,광주시,LNG,2320.681328
2018-12-20,대구시,LNG,9335.3036
2018-12-20,부산시,LNG,24555.31772
2018-12-20,서울시,LNG,779.873302
2018-12-20,세종시,LNG,10282.42376
2018-12-20,울산시,LNG,37874.4848
2018-12-20,인천시,LNG,69274.63302
2018-12-20,전라남도,LNG,44332.19309
2018-12-20,전라북도,LNG,7724.907828
2018-12-20,충청남도,LNG,21552.11135
2018-12-20,대전시,LNG,772.732212
2018-12-21,강원도,석탄,64901.75537
2018-12-21,경기도,석탄,1374.987096
2018-12-21,경상남도,석탄,159693.3181
2018-12-21,경상북도,석탄,2583.413504
2018-12-21,대구시,석탄,8.388912
2018-12-21,부산시,석탄,142.45488
2018-12-21,인천시,석탄,112609.094
2018-12-21,전라남도,석탄,30961.03521
2018-12-21,전라북도,석탄,18336.70681
2018-12-21,충청남도,석탄,267419.4
2018-12-21,경기도,유류,578.736816
2018-12-21,경상남도,유류,325.853178
2018-12-21,대구시,유류,673.259552
2018-12-21,대전시,유류,311.49496
2018-12-21,울산시,유류,5108.604437
2018-12-21,전라북도,유류,394.320456
2018-12-21,제주도,유류,6279.088872
2018-12-21,충청남도,유류,0
2018-12-21,충청북도,유류,816.694704
2018-12-21,강원도,LNG,14390.82694
2018-12-21,경기도,LNG,246551.3825
2018-12-21,경상북도,LNG,7989.186076
2018-12-21,광주시,LNG,1703.741732
2018-12-21,대구시,LNG,9024.54168
2018-12-21,부산시,LNG,24428.8016
2018-12-21,서울시,LNG,626.99124
2018-12-21,세종시,LNG,10371.24939
2018-12-21,울산시,LNG,33596.09095
2018-12-21,인천시,LNG,67697.35089
2018-12-21,전라남도,LNG,45032.03411
2018-12-21,전라북도,LNG,7584.513392
2018-12-21,충청남도,LNG,25678.78024
2018-12-21,대전시,LNG,0
2018-12-22,강원도,석탄,63845.0089
2018-12-22,경기도,석탄,1345.489824
2018-12-22,경상남도,석탄,136693.2339
2018-12-22,경상북도,석탄,2528.741656
2018-12-22,대구시,석탄,47.200944
2018-12-22,부산시,석탄,17.22816
2018-12-22,인천시,석탄,110835.952
2018-12-22,전라남도,석탄,29908.62511
2018-12-22,전라북도,석탄,18362.89648
2018-12-22,충청남도,석탄,264572.44
2018-12-22,경기도,유류,580.03988
2018-12-22,경상남도,유류,211.980594
2018-12-22,대구시,유류,673.493128
2018-12-22,대전시,유류,320.866
2018-12-22,울산시,유류,0
2018-12-22,전라북도,유류,394.476312
2018-12-22,제주도,유류,5965.636096
2018-12-22,충청남도,유류,0
2018-12-22,충청북도,유류,0
2018-12-22,강원도,LNG,8416.04484
2018-12-22,경기도,LNG,170922.3903
2018-12-22,경상북도,LNG,6651.437664
2018-12-22,광주시,LNG,1338.388982
2018-12-22,대구시,LNG,8483.79168
2018-12-22,부산시,LNG,10224.02986
2018-12-22,서울시,LNG,636.665097
2018-12-22,세종시,LNG,10145.53109
2018-12-22,울산시,LNG,22509.49455
2018-12-22,인천시,LNG,46316.21833
2018-12-22,전라남도,LNG,37619.28254
2018-12-22,전라북도,LNG,4942.141218
2018-12-22,충청남도,LNG,15051.82773
2018-12-22,대전시,LNG,961.66518
2018-12-23,강원도,석탄,70179.2714
2018-12-23,경기도,석탄,1209.744984
2018-12-23,경상남도,석탄,141828.6786
2018-12-23,경상북도,석탄,2502.1584
2018-12-23,대구시,석탄,5.131224
2018-12-23,부산시,석탄,0
2018-12-23,인천시,석탄,107563.0537
2018-12-23,전라남도,석탄,27412.85755
2018-12-23,전라북도,석탄,18379.59505
2018-12-23,충청남도,석탄,283277.7502
2018-12-23,경기도,유류,577.730384
2018-12-23,경상남도,유류,160.303878
2018-12-23,대구시,유류,674.167984
2018-12-23,대전시,유류,286.066704
2018-12-23,울산시,유류,0
2018-12-23,전라북도,유류,373.353216
2018-12-23,제주도,유류,4619.189848
2018-12-23,충청남도,유류,0
2018-12-23,충청북도,유류,0
2018-12-23,강원도,LNG,1671.83436
2018-12-23,경기도,LNG,127344.0974
2018-12-23,경상북도,LNG,0
2018-12-23,광주시,LNG,1354.997238
2018-12-23,대구시,LNG,470.08472
2018-12-23,부산시,LNG,0
2018-12-23,서울시,LNG,780.315507
2018-12-23,세종시,LNG,10001.80205
2018-12-23,울산시,LNG,20275.80689
2018-12-23,인천시,LNG,32703.88139
2018-12-23,전라남도,LNG,17095.37516
2018-12-23,전라북도,LNG,2386.223305
2018-12-23,충청남도,LNG,8183.002601
2018-12-23,대전시,LNG,0
2018-12-24,강원도,석탄,78160.23373
2018-12-24,경기도,석탄,1311.422784
2018-12-24,경상남도,석탄,152158.2106
2018-12-24,경상북도,석탄,2537.015488
2018-12-24,대구시,석탄,63.83244
2018-12-24,부산시,석탄,92.76624
2018-12-24,인천시,석탄,111307.2634
2018-12-24,전라남도,석탄,29362.63722
2018-12-24,전라북도,석탄,18294.41009
2018-12-24,충청남도,석탄,299928.1235
2018-12-24,경기도,유류,579.186104
2018-12-24,경상남도,유류,308.466942
2018-12-24,대구시,유류,673.354752
2018-12-24,대전시,유류,311.698128
2018-12-24,울산시,유류,0
2018-12-24,전라북도,유류,400.321968
2018-12-24,제주도,유류,5715.795624
2018-12-24,충청남도,유류,0
2018-12-24,충청북도,유류,573.39072
2018-12-24,강원도,LNG,11271.26616
2018-12-24,경기도,LNG,231402.1544
2018-12-24,경상북도,LNG,4425.081154
2018-12-24,광주시,LNG,1762.935076
2018-12-24,대구시,LNG,6618.12648
2018-12-24,부산시,LNG,11611.66349
2018-12-24,서울시,LNG,966.181476
2018-12-24,세종시,LNG,10699.60035
2018-12-24,울산시,LNG,24321.72252
2018-12-24,인천시,LNG,51348.41229
2018-12-24,전라남도,LNG,32245.27439
2018-12-24,전라북도,LNG,6600.895305
2018-12-24,충청남도,LNG,11704.51182
2018-12-24,대전시,LNG,669.422208
2018-12-25,강원도,석탄,78673.70401
2018-12-25,경기도,석탄,1291.429356
2018-12-25,경상남도,석탄,155874.164
2018-12-25,경상북도,석탄,2546.633096
2018-12-25,대구시,석탄,48.15216
2018-12-25,부산시,석탄,107.4456
2018-12-25,인천시,석탄,111011.0791
2018-12-25,전라남도,석탄,30960.07677
2018-12-25,전라북도,석탄,18253.27873
2018-12-25,충청남도,석탄,287099.5317
2018-12-25,경기도,유류,579.271224
2018-12-25,경상남도,유류,386.958096
2018-12-25,대구시,유류,672.601608
2018-12-25,대전시,유류,324.880752
2018-12-25,울산시,유류,0
2018-12-25,전라북도,유류,397.15716
2018-12-25,제주도,유류,6367.407592
2018-12-25,충청남도,유류,0
2018-12-25,충청북도,유류,1175.346564
2018-12-25,강원도,LNG,8493.49704
2018-12-25,경기도,LNG,179087.8288
2018-12-25,경상북도,LNG,6671.178689
2018-12-25,광주시,LNG,1550.161746
2018-12-25,대구시,LNG,8144.56888
2018-12-25,부산시,LNG,7002.066267
2018-12-25,서울시,LNG,959.753412
2018-12-25,세종시,LNG,10779.89438
2018-12-25,울산시,LNG,21902.46459
2018-12-25,인천시,LNG,47559.54769
2018-12-25,전라남도,LNG,38104.83822
2018-12-25,전라북도,LNG,4858.579478
2018-12-25,충청남도,LNG,12676.6627
2018-12-25,대전시,LNG,422.84088
2018-12-26,강원도,석탄,78262.46858
2018-12-26,경기도,석탄,1364.79126
2018-12-26,경상남도,석탄,157277.1122
2018-12-26,경상북도,석탄,2528.147944
2018-12-26,대구시,석탄,33.682488
2018-12-26,부산시,석탄,153.15696
2018-12-26,인천시,석탄,112390.2774
2018-12-26,전라남도,석탄,31097.06097
2018-12-26,전라북도,석탄,18229.73698
2018-12-26,충청남도,석탄,301704.2469
2018-12-26,경기도,유류,578.686752
2018-12-26,경상남도,유류,363.92601
2018-12-26,대구시,유류,671.638968
2018-12-26,대전시,유류,322.790608
2018-12-26,울산시,유류,8371.271319
2018-12-26,전라북도,유류,397.214796
2018-12-26,제주도,유류,6109.918304
2018-12-26,충청남도,유류,0
2018-12-26,충청북도,유류,1194.343752
2018-12-26,강원도,LNG,10735.8531
2018-12-26,경기도,LNG,249934.2627
2018-12-26,경상북도,LNG,5814.302563
2018-12-26,광주시,LNG,1439.29702
2018-12-26,대구시,LNG,6845.4876
2018-12-26,부산시,LNG,18811.18753
2018-12-26,서울시,LNG,951.1538
2018-12-26,세종시,LNG,10692.17789
2018-12-26,울산시,LNG,26273.51598
2018-12-26,인천시,LNG,54735.56699
2018-12-26,전라남도,LNG,39990.20412
2018-12-26,전라북도,LNG,6163.267476
2018-12-26,충청남도,LNG,17648.48263
2018-12-26,대전시,LNG,319.031496
2018-12-27,강원도,석탄,77683.48709
2018-12-27,경기도,석탄,1400.982072
2018-12-27,경상남도,석탄,158075.1399
2018-12-27,경상북도,석탄,2418.119312
2018-12-27,대구시,석탄,17.464608
2018-12-27,부산시,석탄,160.34544
2018-12-27,인천시,석탄,112663.9352
2018-12-27,전라남도,석탄,30949.69058
2018-12-27,전라북도,석탄,18202.89096
2018-12-27,충청남도,석탄,317804.4973
2018-12-27,경기도,유류,596.51424
2018-12-27,경상남도,유류,402.556938
2018-12-27,대구시,유류,672.950432
2018-12-27,대전시,유류,584.55152
2018-12-27,울산시,유류,15970.19239
2018-12-27,전라북도,유류,355.466016
2018-12-27,제주도,유류,5290.975872
2018-12-27,충청남도,유류,0
2018-12-27,충청북도,유류,1176.467124
2018-12-27,강원도,LNG,14547.5148
2018-12-27,경기도,LNG,284771.5807
2018-12-27,경상북도,LNG,8195.245166
2018-12-27,광주시,LNG,2834.799086
2018-12-27,대구시,LNG,9076.8104
2018-12-27,부산시,LNG,19385.40102
2018-12-27,서울시,LNG,920.893777
2018-12-27,세종시,LNG,10659.21349
2018-12-27,울산시,LNG,28518.04255
2018-12-27,인천시,LNG,69517.93786
2018-12-27,전라남도,LNG,42427.3718
2018-12-27,전라북도,LNG,7188.612866
2018-12-27,충청남도,LNG,18710.77792
2018-12-27,대전시,LNG,1036.785708
2018-12-28,강원도,석탄,77537.68
2018-12-28,경기도,석탄,1407.768936
2018-12-28,경상남도,석탄,158904.6782
2018-12-28,경상북도,석탄,2481.400096
2018-12-28,대구시,석탄,29.518776
2018-12-28,부산시,석탄,141.7824
2018-12-28,인천시,석탄,112457.038
2018-12-28,전라남도,석탄,29873.55107
2018-12-28,전라북도,석탄,18221.81155
2018-12-28,충청남도,석탄,309404.2608
2018-12-28,경기도,유류,578.43464
2018-12-28,경상남도,유류,435.943536
2018-12-28,대구시,유류,671.517504
2018-12-28,대전시,유류,987.00672
2018-12-28,울산시,유류,7607.535409
2018-12-28,전라북도,유류,349.825032
2018-12-28,제주도,유류,6308.34512
2018-12-28,충청남도,유류,0
2018-12-28,충청북도,유류,1176.392364
2018-12-28,강원도,LNG,15040.11726
2018-12-28,경기도,LNG,290792.7881
2018-12-28,경상북도,LNG,8694.720361
2018-12-28,광주시,LNG,2837.476894
2018-12-28,대구시,LNG,9505.07544
2018-12-28,부산시,LNG,17445.96973
2018-12-28,서울시,LNG,881.716339
2018-12-28,세종시,LNG,10666.59261
2018-12-28,울산시,LNG,40195.78572
2018-12-28,인천시,LNG,83979.66028
2018-12-28,전라남도,LNG,41106.52567
2018-12-28,전라북도,LNG,9674.895998
2018-12-28,충청남도,LNG,22462.96334
2018-12-28,대전시,LNG,144.500748
2018-12-29,강원도,석탄,76645.5532
2018-12-29,경기도,석탄,1323.99498
2018-12-29,경상남도,석탄,156392.9886
2018-12-29,경상북도,석탄,2514.295784
2018-12-29,대구시,석탄,46.45116
2018-12-29,부산시,석탄,8.77392
2018-12-29,인천시,석탄,111133.6544
2018-12-29,전라남도,석탄,30819.85563
2018-12-29,전라북도,석탄,18181.19305
2018-12-29,충청남도,석탄,307514.4277
2018-12-29,경기도,유류,578.066888
2018-12-29,경상남도,유류,296.857554
2018-12-29,대구시,유류,672.887488
2018-12-29,대전시,유류,763.036512
2018-12-29,울산시,유류,0
2018-12-29,전라북도,유류,354.472056
2018-12-29,제주도,유류,5730.575424
2018-12-29,충청남도,유류,0
2018-12-29,충청북도,유류,1178.412984
2018-12-29,강원도,LNG,8795.12928
2018-12-29,경기도,LNG,218228.7572
2018-12-29,경상북도,LNG,6288.136101
2018-12-29,광주시,LNG,2841.04562
2018-12-29,대구시,LNG,9218.006
2018-12-29,부산시,LNG,2609.074613
2018-12-29,서울시,LNG,891.600354
2018-12-29,세종시,LNG,11305.23442
2018-12-29,울산시,LNG,23619.50769
2018-12-29,인천시,LNG,54096.06196
2018-12-29,전라남도,LNG,11607.08242
2018-12-29,전라북도,LNG,5000.795127
2018-12-29,충청남도,LNG,14629.26991
2018-12-29,대전시,LNG,1052.503956
2018-12-30,강원도,석탄,74555.46586
2018-12-30,경기도,석탄,1196.346816
2018-12-30,경상남도,석탄,150234.4003
2018-12-30,경상북도,석탄,2527.454328
2018-12-30,대구시,석탄,0.204792
2018-12-30,부산시,석탄,0
2018-12-30,인천시,석탄,109439.1587
2018-12-30,전라남도,석탄,28932.57144
2018-12-30,전라북도,석탄,18128.62756
2018-12-30,충청남도,석탄,300373.1438
2018-12-30,경기도,유류,577.595648
2018-12-30,경상남도,유류,241.435992
2018-12-30,대구시,유류,673.347864
2018-12-30,대전시,유류,692.193824
2018-12-30,울산시,유류,0
2018-12-30,전라북도,유류,381.353784
2018-12-30,제주도,유류,6174.652624
2018-12-30,충청남도,유류,0
2018-12-30,충청북도,유류,1177.381968
2018-12-30,강원도,LNG,3339.85008
2018-12-30,경기도,LNG,182332.3355
2018-12-30,경상북도,LNG,4991.674027
2018-12-30,광주시,LNG,2168.195246
2018-12-30,대구시,LNG,6416.12496
2018-12-30,부산시,LNG,1601.087686
2018-12-30,서울시,LNG,898.155884
2018-12-30,세종시,LNG,10691.27382
2018-12-30,울산시,LNG,20454.13954
2018-12-30,인천시,LNG,42577.06441
2018-12-30,전라남도,LNG,11567.87465
2018-12-30,전라북도,LNG,4966.78122
2018-12-30,충청남도,LNG,13324.42271
2018-12-30,대전시,LNG,202.919976
2018-12-31,강원도,석탄,76477.35855
2018-12-31,경기도,석탄,1270.684968
2018-12-31,경상남도,석탄,153417.1926
2018-12-31,경상북도,석탄,2598.714776
2018-12-31,대구시,석탄,6.398448
2018-12-31,부산시,석탄,19.64304
2018-12-31,인천시,석탄,111689.1533
2018-12-31,전라남도,석탄,29627.06766
2018-12-31,전라북도,석탄,17698.26917
2018-12-31,충청남도,석탄,309058.1972
2018-12-31,경기도,유류,577.686928
2018-12-31,경상남도,유류,258.184962
2018-12-31,대구시,유류,674.112824
2018-12-31,대전시,유류,584.80632
2018-12-31,울산시,유류,0
2018-12-31,전라북도,유류,395.132976
2018-12-31,제주도,유류,7141.85864
2018-12-31,충청남도,유류,0
2018-12-31,충청북도,유류,1175.29524
2018-12-31,강원도,LNG,6809.24748
2018-12-31,경기도,LNG,223556.4455
2018-12-31,경상북도,LNG,2629.840908
2018-12-31,광주시,LNG,1585.568348
2018-12-31,대구시,LNG,4607.69288
2018-12-31,부산시,LNG,9985.302534
2018-12-31,서울시,LNG,867.340065
2018-12-31,세종시,LNG,11304.58246
2018-12-31,울산시,LNG,21513.3542
2018-12-31,인천시,LNG,47936.43306
2018-12-31,전라남도,LNG,21583.04456
2018-12-31,전라북도,LNG,5044.29009
2018-12-31,충청남도,LNG,11959.77054
2018-12-31,대전시,LNG,844.740624
2019-01-01,강원도,석탄,77725.60905
2019-01-01,경기도,석탄,1284.290112
2019-01-01,경상남도,석탄,153887.514
2019-01-01,경상북도,석탄,2550.465512
2019-01-01,대구시,석탄,0
2019-01-01,부산시,석탄,0
2019-01-01,인천시,석탄,107975.1782
2019-01-01,전라남도,석탄,29528.85506
2019-01-01,전라북도,석탄,17399.22013
2019-01-01,충청남도,석탄,261908.1876
2019-01-01,경기도,유류,577.422608
2019-01-01,경상남도,유류,320.892768
2019-01-01,대구시,유류,673.570464
2019-01-01,대전시,유류,679.479696
2019-01-01,울산시,유류,0
2019-01-01,전라북도,유류,388.66806
2019-01-01,제주도,유류,5348.497392
2019-01-01,충청남도,유류,0
2019-01-01,충청북도,유류,1176.825552
2019-01-01,강원도,LNG,7770.20664
2019-01-01,경기도,LNG,159218.8747
2019-01-01,경상북도,LNG,0
2019-01-01,광주시,LNG,2840.95889
2019-01-01,대구시,LNG,1078.08792
2019-01-01,부산시,LNG,494.832191
2019-01-01,서울시,LNG,875.667788
2019-01-01,세종시,LNG,10655.01718
2019-01-01,울산시,LNG,20578.00489
2019-01-01,인천시,LNG,39978.62291
2019-01-01,전라남도,LNG,22317.79616
2019-01-01,전라북도,LNG,4852.794437
2019-01-01,충청남도,LNG,10244.73433
2019-01-01,대전시,LNG,378.262332
2019-01-02,강원도,석탄,78329.0366
2019-01-02,경기도,석탄,1359.581496
2019-01-02,경상남도,석탄,157404.8222
2019-01-02,경상북도,석탄,2539.733168
2019-01-02,대구시,석탄,70.828632
2019-01-02,부산시,석탄,118.6416
2019-01-02,인천시,석탄,110212.0089
2019-01-02,전라남도,석탄,30472.23873
2019-01-02,전라북도,석탄,17984.77875
2019-01-02,충청남도,석탄,309803.3195
2019-01-02,경기도,유류,4875.84314
2019-01-02,경상남도,유류,405.400716
2019-01-02,대구시,유류,671.555808
2019-01-02,대전시,유류,645.145088
2019-01-02,울산시,유류,0
2019-01-02,전라북도,유류,378.383868
2019-01-02,제주도,유류,6983.287248
2019-01-02,충청남도,유류,0
2019-01-02,충청북도,유류,1176.554316
2019-01-02,강원도,LNG,11951.40492
2019-01-02,경기도,LNG,255102.419
2019-01-02,경상북도,LNG,6378.674138
2019-01-02,광주시,LNG,2845.57238
2019-01-02,대구시,LNG,7060.04712
2019-01-02,부산시,LNG,26986.16143
2019-01-02,서울시,LNG,705.452413
2019-01-02,세종시,LNG,10855.92301
2019-01-02,울산시,LNG,28662.45083
2019-01-02,인천시,LNG,70541.3637
2019-01-02,전라남도,LNG,36679.48616
2019-01-02,전라북도,LNG,7467.794782
2019-01-02,충청남도,LNG,19223.45599
2019-01-02,대전시,LNG,949.483584
2019-01-03,강원도,석탄,65139.64628
2019-01-03,경기도,석탄,1383.66354
2019-01-03,경상남도,석탄,147807.6362
2019-01-03,경상북도,석탄,2552.951688
2019-01-03,대구시,석탄,54.02712
2019-01-03,부산시,석탄,168.00336
2019-01-03,인천시,석탄,110194.6936
2019-01-03,전라남도,석탄,31593.48436
2019-01-03,전라북도,석탄,18134.4854
2019-01-03,충청남도,석탄,321146.9624
2019-01-03,경기도,유류,6739.840939
2019-01-03,경상남도,유류,391.490022
2019-01-03,대구시,유류,673.150352
2019-01-03,대전시,유류,624.940064
2019-01-03,울산시,유류,0
2019-01-03,전라북도,유류,363.26742
2019-01-03,제주도,유류,7237.624828
2019-01-03,충청남도,유류,0
2019-01-03,충청북도,유류,1175.603184
2019-01-03,강원도,LNG,16682.35282
2019-01-03,경기도,LNG,273280.1984
2019-01-03,경상북도,LNG,9419.996421
2019-01-03,광주시,LNG,2133.399296
