지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),적설(cm),지면온도(°C)
108,서울,2013-01-01 00:00,-8.3,,3.6,56,,6.4,-3.3
108,서울,2013-01-01 01:00,-8.5,,4,57,,6.4,-3.4
108,서울,2013-01-01 02:00,-8.4,,4,60,,6.4,-3.4
108,서울,2013-01-01 03:00,-8.1,,3.4,58,,6.4,-3.4
108,서울,2013-01-01 04:00,-8.2,,3.8,58,,6.4,-3.4
108,서울,2013-01-01 05:00,-8.2,,4.4,61,,6.4,-3.3
108,서울,2013-01-01 06:00,-8.6,.2,4.8,81,,6.9,-3.1
108,서울,2013-01-01 07:00,-8.3,,4.4,85,,8,-3
108,서울,2013-01-01 08:00,-7.9,,4.5,84,0,9.2,-2.8
108,서울,2013-01-01 09:00,-7,1.2,3.7,81,0,9.2,-2.5
108,서울,2013-01-01 10:00,-5.5,,2.9,74,0,9.2,-2.2
108,서울,2013-01-01 11:00,-4.2,,2.6,71,.4,9.1,-1.8
108,서울,2013-01-01 12:00,-4.2,.7,1.6,83,.1,9.9,-1.5
108,서울,2013-01-01 13:00,-1.9,,1.1,71,1,9.7,-1.2
108,서울,2013-01-01 14:00,-.6,,4.5,65,.6,9.6,-.9
108,서울,2013-01-01 15:00,-.5,0,3.6,56,1,9.5,-.8
108,서울,2013-01-01 16:00,-.6,,3,55,1,9.4,-.7
108,서울,2013-01-01 17:00,-1.1,,2.3,56,.5,9.4,-.7
108,서울,2013-01-01 18:00,-1.7,,1.9,59,0,9.4,-.9
108,서울,2013-01-01 19:00,-1.6,,2.3,60,,9.4,-1
108,서울,2013-01-01 20:00,-2.5,,2.9,84,,9.7,-1
108,서울,2013-01-01 21:00,-2.8,.7,2.4,87,,10.3,-1
108,서울,2013-01-01 22:00,-2.4,,2.4,89,,10.5,-.9
108,서울,2013-01-01 23:00,-2.7,,4.4,87,,10.8,-.9
108,서울,2013-01-02 00:00,-4.8,.3,2.2,83,,10.9,-.8
108,서울,2013-01-02 01:00,-6.5,,4.5,71,,10.9,-.9
108,서울,2013-01-02 02:00,-7.8,,5,53,,10.9,-1
108,서울,2013-01-02 03:00,-8.8,,6.4,31,,10.9,-1.2
108,서울,2013-01-02 04:00,-10.1,,3.2,34,,10.9,-1.4
108,서울,2013-01-02 05:00,-10.8,,3,43,,10.9,-1.6
108,서울,2013-01-02 06:00,-11.9,,4.5,46,,10.9,-1.8
108,서울,2013-01-02 07:00,-12.7,,2.3,46,,10.9,-1.9
108,서울,2013-01-02 08:00,-13,,1.2,44,0,10.9,-2.1
108,서울,2013-01-02 09:00,-12.7,,2.6,36,1,10.9,-2.2
108,서울,2013-01-02 10:00,-11.8,,3.2,35,1,10.9,-2.2
108,서울,2013-01-02 11:00,-11.8,,5.6,38,1,10.8,-2.1
108,서울,2013-01-02 12:00,-10.6,,4,34,1,10.7,-1.8
108,서울,2013-01-02 13:00,-10.7,,7.4,33,1,10.5,-1.6
108,서울,2013-01-02 14:00,-10.1,,4.3,35,1,10.4,-1.3
108,서울,2013-01-02 15:00,-9.5,,5.3,36,1,10.2,-1.2
108,서울,2013-01-02 16:00,-9.8,,5,36,1,10.1,-1.3
108,서울,2013-01-02 17:00,-10.7,,5.1,38,1,10.1,-1.6
108,서울,2013-01-02 18:00,-11.5,,2.3,42,.1,10.1,-1.9
108,서울,2013-01-02 19:00,-12,,2.5,44,,10.1,-2.2
108,서울,2013-01-02 20:00,-12.7,,1.8,48,,10.1,-2.5
108,서울,2013-01-02 21:00,-13.2,,2.5,49,,10.1,-2.8
108,서울,2013-01-02 22:00,-13.8,,4.2,50,,10.1,-3
108,서울,2013-01-02 23:00,-14.3,,4.6,50,,10.1,-3.3
108,서울,2013-01-03 00:00,-15.1,,1.9,52,,10.1,-3.4
108,서울,2013-01-03 01:00,-15.6,,2.8,53,,10.1,-3.7
108,서울,2013-01-03 02:00,-15.9,,1.8,53,,10.1,-3.8
108,서울,2013-01-03 03:00,-16,,1.5,50,,10.1,-4
108,서울,2013-01-03 04:00,-16,,2.9,48,,10.1,-4.2
108,서울,2013-01-03 05:00,-16.2,,2.4,46,,10.1,-4.3
108,서울,2013-01-03 06:00,-16.3,,1.4,49,,10.1,-4.5
108,서울,2013-01-03 07:00,-16.3,,2.8,46,,10.1,-4.6
108,서울,2013-01-03 08:00,-16.1,,2.8,46,0,10.1,-4.7
108,서울,2013-01-03 09:00,-15.4,,2.5,42,1,10.1,-4.6
108,서울,2013-01-03 10:00,-13.9,,3.9,37,1,10.1,-4.3
108,서울,2013-01-03 11:00,-12.9,,3.8,33,1,10,-3.8
108,서울,2013-01-03 12:00,-11.8,,3.2,31,1,9.9,-3.3
108,서울,2013-01-03 13:00,-11,,3.6,32,1,9.8,-2.8
108,서울,2013-01-03 14:00,-10.3,,3.6,33,1,9.6,-2.5
108,서울,2013-01-03 15:00,-9.7,,3.5,32,1,9.4,-2.3
108,서울,2013-01-03 16:00,-9.8,,3.5,35,1,9.2,-2.3
108,서울,2013-01-03 17:00,-9.9,,1.6,38,1,9.2,-2.5
108,서울,2013-01-03 18:00,-10.7,,2.9,42,.1,9.2,-2.8
108,서울,2013-01-03 19:00,-11.3,,3.8,42,,9.2,-3.2
108,서울,2013-01-03 20:00,-11.9,,3.3,44,,9.2,-3.5
108,서울,2013-01-03 21:00,-12.5,,2.3,46,,9.2,-3.7
108,서울,2013-01-03 22:00,-12.9,,3.6,47,,9.2,-4
108,서울,2013-01-03 23:00,-13.2,,3,46,,9.2,-4.1
108,서울,2013-01-04 00:00,-13.6,,1,50,,9.2,-4.3
108,서울,2013-01-04 01:00,-13.6,,1,46,,9.2,-4.4
108,서울,2013-01-04 02:00,-13.8,,1.1,47,,9.2,-4.6
108,서울,2013-01-04 03:00,-14.1,,1.8,49,,9.2,-4.7
108,서울,2013-01-04 04:00,-14.2,,1.5,50,,9.2,-4.8
108,서울,2013-01-04 05:00,-14.3,,.5,55,,9.2,-4.9
108,서울,2013-01-04 06:00,-14.5,,.6,56,,9.2,-5
108,서울,2013-01-04 07:00,-14.7,,2,59,,9.2,-5.2
108,서울,2013-01-04 08:00,-14.8,,2.8,58,0,9.2,-5.3
108,서울,2013-01-04 09:00,-13.8,,2.6,54,1,9.2,-5.1
108,서울,2013-01-04 10:00,-11.8,,1.7,45,1,9.2,-4.7
108,서울,2013-01-04 11:00,-9.4,,.6,32,1,9.2,-4.1
108,서울,2013-01-04 12:00,-7.6,,1.4,28,1,9,-3.3
108,서울,2013-01-04 13:00,-6.4,,2.6,34,1,8.6,-2.6
108,서울,2013-01-04 14:00,-6.3,,2.5,29,1,8.3,-2
108,서울,2013-01-04 15:00,-6.5,,4.1,33,1,7.9,-1.9
108,서울,2013-01-04 16:00,-6.7,,3.1,31,1,7.6,-1.8
108,서울,2013-01-04 17:00,-7.7,,3.6,33,1,7.5,-2
108,서울,2013-01-04 18:00,-8.8,,3.3,34,.2,7.5,-2.4
108,서울,2013-01-04 19:00,-9.3,,2.2,37,,7.5,-2.8
108,서울,2013-01-04 20:00,-9.5,,1.7,41,,7.5,-3.1
108,서울,2013-01-04 21:00,-9.8,,1.3,47,,7.5,-3.4
108,서울,2013-01-04 22:00,-10,,.6,49,,7.5,-3.7
108,서울,2013-01-04 23:00,-10.5,,1.2,55,,7.5,-4
108,서울,2013-01-05 00:00,-10.5,,1.4,53,,7.5,-4.2
108,서울,2013-01-05 01:00,-10.9,,.9,53,,7.5,-4.3
108,서울,2013-01-05 02:00,-10.9,,.6,54,,7.5,-4.5
108,서울,2013-01-05 03:00,-11.4,,2.7,62,,7.5,-4.6
108,서울,2013-01-05 04:00,-11.9,,2.5,62,,7.5,-4.6
108,서울,2013-01-05 05:00,-12,,3.5,60,,7.5,-4.7
108,서울,2013-01-05 06:00,-11.8,,2.5,56,,7.5,-4.7
108,서울,2013-01-05 07:00,-11.7,,2.7,61,,7.5,-4.8
108,서울,2013-01-05 08:00,-12.1,,2.1,63,0,7.5,-4.8
108,서울,2013-01-05 09:00,-11,,2.7,57,.3,7.5,-4.6
108,서울,2013-01-05 10:00,-8.7,,2.1,49,1,7.5,-4.2
108,서울,2013-01-05 11:00,-6.8,,2.3,48,1,7.5,-3.4
108,서울,2013-01-05 12:00,-5.4,,2.1,45,1,7.5,-2.7
108,서울,2013-01-05 13:00,-3,,.9,43,1,7.4,-1.9
108,서울,2013-01-05 14:00,-1.3,,2.3,46,1,7.3,-1.4
108,서울,2013-01-05 15:00,-1.8,,3.9,53,1,7.3,-1.2
108,서울,2013-01-05 16:00,-2.3,,3,57,1,7.3,-1.2
108,서울,2013-01-05 17:00,-3,,2.9,63,.2,7.3,-1.3
108,서울,2013-01-05 18:00,-3.4,,2.4,63,0,7.3,-1.5
108,서울,2013-01-05 19:00,-4,,1.8,66,,7.3,-1.8
108,서울,2013-01-05 20:00,-4.5,,1.4,69,,7.3,-2
108,서울,2013-01-05 21:00,-4.8,,2.1,72,,7.3,-2.2
108,서울,2013-01-05 22:00,-5.1,,2.5,66,,7.3,-2.4
108,서울,2013-01-05 23:00,-5.6,,1.1,70,,7.3,-2.6
108,서울,2013-01-06 00:00,-6.1,,1.7,67,,7.3,-2.8
108,서울,2013-01-06 01:00,-6.6,,.4,74,,7.3,-3
108,서울,2013-01-06 02:00,-7.4,,1.3,76,,7.3,-3.2
108,서울,2013-01-06 03:00,-8,,2,77,,7.3,-3.4
108,서울,2013-01-06 04:00,-8.3,,.9,78,,7.3,-3.5
108,서울,2013-01-06 05:00,-8.6,,1.3,81,,7.3,-3.6
108,서울,2013-01-06 06:00,-8.9,,2.5,79,,7.3,-3.8
108,서울,2013-01-06 07:00,-9.2,,.5,80,,7.3,-3.9
108,서울,2013-01-06 08:00,-9.4,,1.6,82,0,7.3,-4.1
108,서울,2013-01-06 09:00,-8.8,,2,77,0,7.3,-4
108,서울,2013-01-06 10:00,-7.1,,1.3,67,1,7.3,-3.9
108,서울,2013-01-06 11:00,-5.9,,1.7,61,1,7.3,-3.3
108,서울,2013-01-06 12:00,-4.4,,1.4,54,1,7.3,-2.6
108,서울,2013-01-06 13:00,-2.8,,1.2,41,1,7.2,-1.9
108,서울,2013-01-06 14:00,-2.4,,3.3,50,1,7.2,-1.5
108,서울,2013-01-06 15:00,-2,,3.1,41,1,7.2,-1.1
108,서울,2013-01-06 16:00,-2.3,,3.2,32,1,7.1,-1.1
108,서울,2013-01-06 17:00,-3.7,,3.8,31,1,7.1,-1.4
108,서울,2013-01-06 18:00,-4.7,,1.5,37,.2,7.1,-1.8
108,서울,2013-01-06 19:00,-5.4,,1.9,43,,7.1,-2.1
108,서울,2013-01-06 20:00,-5.8,,2.1,47,,7.1,-2.6
108,서울,2013-01-06 21:00,-6.2,,2.2,52,,7.1,-2.8
108,서울,2013-01-06 22:00,-6.8,,.7,58,,7.1,-3
108,서울,2013-01-06 23:00,-6.9,,1,55,,7.1,-3.5
108,서울,2013-01-07 00:00,-7.1,,2.2,58,,7.1,-3.7
108,서울,2013-01-07 01:00,-7.4,,1.7,59,,7.1,-3.8
108,서울,2013-01-07 02:00,-8,,2,60,,7.1,-3.9
108,서울,2013-01-07 03:00,-8.3,,.9,61,,7.1,-4.1
108,서울,2013-01-07 04:00,-8.7,,2,63,,7.1,-4.2
108,서울,2013-01-07 05:00,-8.7,,1.6,61,,7.1,-4.2
108,서울,2013-01-07 06:00,-8.7,,2,67,,7.1,-4.2
108,서울,2013-01-07 07:00,-8.2,,1.1,65,,7.1,-4.1
108,서울,2013-01-07 08:00,-8.3,,1.5,65,0,7.1,-4
108,서울,2013-01-07 09:00,-7.6,,1.1,62,0,7.1,-3.9
108,서울,2013-01-07 10:00,-6.2,,2.5,60,.2,7.1,-3.4
108,서울,2013-01-07 11:00,-4.7,,2.4,46,1,7.1,-2.7
108,서울,2013-01-07 12:00,-2.8,,1.3,34,1,7.1,-1.9
108,서울,2013-01-07 13:00,-1.2,,2,42,1,7,-1.2
108,서울,2013-01-07 14:00,0,,3,38,1,6.9,-.8
108,서울,2013-01-07 15:00,-1.3,,3,40,.6,6.9,-.7
108,서울,2013-01-07 16:00,-1.6,,3.3,44,.8,6.9,-.7
108,서울,2013-01-07 17:00,-2.4,,3.1,49,.2,6.9,-.9
108,서울,2013-01-07 18:00,-3,,1.6,49,0,6.9,-1.1
108,서울,2013-01-07 19:00,-3.4,,1.3,49,,6.9,-1.5
108,서울,2013-01-07 20:00,-3.7,,2.1,50,,6.9,-1.7
108,서울,2013-01-07 21:00,-4,,1.6,49,,6.9,-1.9
108,서울,2013-01-07 22:00,-4.5,,.4,61,,6.9,-2.2
108,서울,2013-01-07 23:00,-4.9,,.8,68,,6.9,-2.6
108,서울,2013-01-08 00:00,-5.1,,1.3,67,,6.9,-2.9
108,서울,2013-01-08 01:00,-5.5,,.8,66,,6.9,-3.1
108,서울,2013-01-08 02:00,-5.5,,.2,63,,6.9,-3.3
108,서울,2013-01-08 03:00,-5.8,,.9,69,,6.9,-3.5
108,서울,2013-01-08 04:00,-6.2,,1.5,74,,6.9,-3.7
108,서울,2013-01-08 05:00,-6,,.6,66,,6.9,-3.6
108,서울,2013-01-08 06:00,-6.2,,.5,70,,6.9,-3.7
108,서울,2013-01-08 07:00,-6.6,,1.6,73,,6.9,-3.8
108,서울,2013-01-08 08:00,-6.6,,1.2,74,0,6.9,-3.8
108,서울,2013-01-08 09:00,-6.1,,1,69,.2,6.9,-3.7
108,서울,2013-01-08 10:00,-4.5,,.8,63,.9,6.9,-3.3
108,서울,2013-01-08 11:00,-3.3,,2.7,60,1,6.9,-2.6
108,서울,2013-01-08 12:00,-2.7,,3.1,55,1,6.7,-1.7
108,서울,2013-01-08 13:00,-2.1,,3.8,42,1,6.6,-1.2
108,서울,2013-01-08 14:00,-1.9,,4.1,29,1,6.5,-.9
108,서울,2013-01-08 15:00,-.7,,2.8,32,1,6.4,-.7
108,서울,2013-01-08 16:00,-1.5,,2.5,37,1,6.4,-.8
108,서울,2013-01-08 17:00,-2.6,,3.3,42,.9,6.4,-1.1
108,서울,2013-01-08 18:00,-3.4,,3.5,40,0,6.4,-1.5
108,서울,2013-01-08 19:00,-4.1,,3,46,,6.4,-1.8
108,서울,2013-01-08 20:00,-4.6,,2.8,50,,6.4,-2.1
108,서울,2013-01-08 21:00,-5.3,,3.1,47,,6.4,-2.4
108,서울,2013-01-08 22:00,-6,,1.4,44,,6.4,-2.6
108,서울,2013-01-08 23:00,-6.4,,2.6,43,,6.4,-2.9
108,서울,2013-01-09 00:00,-6.8,,3.3,45,,6.4,-3.1
108,서울,2013-01-09 01:00,-7.5,,3,50,,6.4,-3.4
108,서울,2013-01-09 02:00,-8.3,,2.2,48,,6.4,-3.7
108,서울,2013-01-09 03:00,-8.7,,3.3,50,,6.4,-3.9
108,서울,2013-01-09 04:00,-8.9,,2.9,51,,6.4,-4.1
108,서울,2013-01-09 05:00,-9.3,,2,53,,6.4,-4.3
108,서울,2013-01-09 06:00,-9.7,,.5,51,,6.4,-4.5
108,서울,2013-01-09 07:00,-10.1,,1,52,,6.4,-4.8
108,서울,2013-01-09 08:00,-10.2,,1.4,46,0,6.4,-5.1
108,서울,2013-01-09 09:00,-9.9,,3.8,40,1,6.4,-5.1
108,서울,2013-01-09 10:00,-9.6,,4,37,1,6.4,-4.7
108,서울,2013-01-09 11:00,-8.9,,3.8,35,1,6.4,-4
108,서울,2013-01-09 12:00,-8.1,,4.3,29,1,6.4,-3.2
108,서울,2013-01-09 13:00,-7.6,,3.7,31,1,6.4,-2.4
108,서울,2013-01-09 14:00,-7.6,,4,32,1,6.3,-2.1
108,서울,2013-01-09 15:00,-6.7,,3.4,31,1,6.3,-1.8
108,서울,2013-01-09 16:00,-7.2,,4,30,1,6.3,-2.2
108,서울,2013-01-09 17:00,-7.7,,3,30,1,6.2,-2.7
108,서울,2013-01-09 18:00,-8.6,,4,33,.3,6.2,-3.3
108,서울,2013-01-09 19:00,-9,,3.8,36,,6.2,-3.7
108,서울,2013-01-09 20:00,-9.3,,3.7,39,,6.2,-4.1
108,서울,2013-01-09 21:00,-9.5,,3.7,39,,6.2,-4.4
108,서울,2013-01-09 22:00,-9.9,,.9,44,,6.2,-4.7
108,서울,2013-01-09 23:00,-10.4,,2.3,44,,6.2,-5
108,서울,2013-01-10 00:00,-10.5,,1.8,35,,6.2,-5.4
108,서울,2013-01-10 01:00,-10.9,,2.4,37,,6.2,-5.6
108,서울,2013-01-10 02:00,-11.3,,2.4,44,,6.2,-5.7
108,서울,2013-01-10 03:00,-11.6,,2.8,48,,6.2,-5.9
108,서울,2013-01-10 04:00,-12.1,,2.6,50,,6.2,-6
108,서울,2013-01-10 05:00,-12.1,,2.8,49,,6.2,-6.1
108,서울,2013-01-10 06:00,-12.2,,2.5,50,,6.2,-6.2
108,서울,2013-01-10 07:00,-12,,2.6,52,,6.2,-6.3
108,서울,2013-01-10 08:00,-12.1,,2.9,56,0,6.2,-6.3
108,서울,2013-01-10 09:00,-11.5,,2.1,47,1,6.2,-6.1
108,서울,2013-01-10 10:00,-9.8,,3,34,1,6.2,-5.5
108,서울,2013-01-10 11:00,-8.2,,3.3,29,1,6.2,-4.2
108,서울,2013-01-10 12:00,-5.6,,2.2,32,1,6.2,-2.9
108,서울,2013-01-10 13:00,-4.2,,2.6,28,1,6.2,-2
108,서울,2013-01-10 14:00,-4.2,,3.8,27,1,6.2,-1.5
108,서울,2013-01-10 15:00,-4.2,,4.2,29,1,6.1,-1.4
108,서울,2013-01-10 16:00,-4.2,,2.6,28,1,6.1,-1.6
108,서울,2013-01-10 17:00,-5.2,,2.6,29,1,6.1,-2.2
108,서울,2013-01-10 18:00,-6.2,,2,31,.1,6.1,-2.8
108,서울,2013-01-10 19:00,-6.8,,.6,35,,6.1,-3.4
108,서울,2013-01-10 20:00,-6.9,,.5,40,,6.1,-4
108,서울,2013-01-10 21:00,-7.2,,.7,42,,6.1,-4.4
108,서울,2013-01-10 22:00,-6.8,,.9,42,,6.1,-4.7
108,서울,2013-01-10 23:00,-7.4,,1.2,45,,6.1,-4.8
108,서울,2013-01-11 00:00,-7.8,,2.7,51,,6.1,-5.1
108,서울,2013-01-11 01:00,-7.2,,1.2,46,,6.1,-4.7
108,서울,2013-01-11 02:00,-7,,1.4,46,,6.1,-4.5
108,서울,2013-01-11 03:00,-7.2,,2.6,50,,6.1,-4.6
108,서울,2013-01-11 04:00,-6.8,,2.5,51,,6.1,-4.3
108,서울,2013-01-11 05:00,-6.7,,2.6,50,,6.1,-4
108,서울,2013-01-11 06:00,-6.8,0,2.6,53,,6.1,-3.9
108,서울,2013-01-11 07:00,-6.7,,3.3,52,,6.1,-3.9
108,서울,2013-01-11 08:00,-6.5,,3,52,0,6.1,-3.8
108,서울,2013-01-11 09:00,-5.9,0,2.9,53,0,6.1,-3.6
108,서울,2013-01-11 10:00,-5.1,,3.7,52,.3,6.1,-3
108,서울,2013-01-11 11:00,-3.7,,3.7,48,1,6.1,-2.2
108,서울,2013-01-11 12:00,-2.1,,3.1,44,1,6.1,-1.3
108,서울,2013-01-11 13:00,-.5,,1.3,42,1,6.1,-.6
108,서울,2013-01-11 14:00,.4,,.6,42,1,6,-.3
108,서울,2013-01-11 15:00,1.1,,1.5,41,1,6,-.1
108,서울,2013-01-11 16:00,.4,,1.5,46,.8,6,-.2
108,서울,2013-01-11 17:00,0,,.8,48,0,6,-.4
108,서울,2013-01-11 18:00,-.3,,2.7,49,0,6,-.8
108,서울,2013-01-11 19:00,-.7,,1.8,52,,6,-1.2
108,서울,2013-01-11 20:00,-.9,,2.3,52,,6,-1.3
108,서울,2013-01-11 21:00,-1.5,,1.8,54,,6,-1.6
108,서울,2013-01-11 22:00,-1.8,,2.8,54,,6,-1.8
108,서울,2013-01-11 23:00,-2.7,,3.1,59,,6,-2
108,서울,2013-01-12 00:00,-2.7,,3,60,,6,-2.2
108,서울,2013-01-12 01:00,-2.3,,2.5,59,,6,-2.1
108,서울,2013-01-12 02:00,-2.2,,2.3,58,,6,-1.9
108,서울,2013-01-12 03:00,-2,,2.4,58,,6,-1.9
108,서울,2013-01-12 04:00,-1.9,,2.3,58,,6,-1.8
108,서울,2013-01-12 05:00,-1.8,,2.4,59,,6,-1.7
108,서울,2013-01-12 06:00,-2.1,.1,2.4,72,,6.1,-1.6
108,서울,2013-01-12 07:00,-2.4,,2.3,77,,6.1,-1.5
108,서울,2013-01-12 08:00,-2.2,,2.8,78,0,6.1,-1.5
108,서울,2013-01-12 09:00,-1.7,0,2.5,76,0,6.1,-1.4
108,서울,2013-01-12 10:00,-1,,1.3,72,0,6.1,-1
108,서울,2013-01-12 11:00,.2,,.9,69,0,6.1,-.5
108,서울,2013-01-12 12:00,2.6,,2,67,.9,5.9,0
108,서울,2013-01-12 13:00,3.7,,4,62,.9,5.6,0
108,서울,2013-01-12 14:00,3.7,,4.3,57,1,5.1,.2
108,서울,2013-01-12 15:00,3.5,,4.4,64,.4,4.5,.2
108,서울,2013-01-12 16:00,3.1,,2.9,62,0,4,.2
108,서울,2013-01-12 17:00,2.4,,3.5,62,0,3.8,.1
108,서울,2013-01-12 18:00,1.5,,2.4,64,0,3.8,.1
108,서울,2013-01-12 19:00,.9,,3.2,68,,3.8,.1
108,서울,2013-01-12 20:00,.1,,2.3,74,,3.8,0
108,서울,2013-01-12 21:00,-.3,,1,76,,3.8,-.1
108,서울,2013-01-12 22:00,-.8,,1.1,79,,3.8,-.4
108,서울,2013-01-12 23:00,-.9,,.9,80,,3.8,-.6
108,서울,2013-01-13 00:00,-1.5,,.1,83,,3.8,-1.2
108,서울,2013-01-13 01:00,-1.5,,.2,84,,3.8,-1.8
108,서울,2013-01-13 02:00,-2.1,,1.7,85,,3.8,-2.2
108,서울,2013-01-13 03:00,-2.3,,1.6,83,,3.8,-2.7
108,서울,2013-01-13 04:00,-2.5,,2,84,,3.8,-2.8
108,서울,2013-01-13 05:00,-2.4,,.9,83,,3.8,-2.9
108,서울,2013-01-13 06:00,-2.7,,1.9,85,,3.8,-3
108,서울,2013-01-13 07:00,-2.8,,2.3,84,,3.8,-3
108,서울,2013-01-13 08:00,-2.9,,2.8,84,0,3.8,-3
108,서울,2013-01-13 09:00,-2.4,,1.7,79,0,3.8,-2.5
108,서울,2013-01-13 10:00,-1,,2.1,71,0,3.8,-1.5
108,서울,2013-01-13 11:00,.6,,1.5,60,0,3.7,-.3
108,서울,2013-01-13 12:00,1.5,,1.8,55,0,3.7,.1
108,서울,2013-01-13 13:00,2.1,,1.6,42,.2,3.6,.2
108,서울,2013-01-13 14:00,2.7,,1.4,35,.4,3.6,.4
108,서울,2013-01-13 15:00,3.2,,2,31,0,3.5,.5
108,서울,2013-01-13 16:00,2.6,,1.7,59,0,3.4,.4
108,서울,2013-01-13 17:00,1.8,,2.4,60,0,3.4,.1
108,서울,2013-01-13 18:00,.9,,2.3,65,0,3.4,0
108,서울,2013-01-13 19:00,.2,,.8,68,,3.4,-.1
108,서울,2013-01-13 20:00,-.6,,.8,71,,3.4,-.6
108,서울,2013-01-13 21:00,-.8,,1.7,62,,3.4,-1.1
108,서울,2013-01-13 22:00,-1.4,,2.1,64,,3.4,-1.7
108,서울,2013-01-13 23:00,-1.7,,.6,64,,3.4,-2.5
108,서울,2013-01-14 00:00,-1.8,,1.2,65,,3.4,-2.9
108,서울,2013-01-14 01:00,-2.5,,.8,71,,3.4,-3.6
108,서울,2013-01-14 02:00,-2.5,,.6,66,,3.4,-4.1
108,서울,2013-01-14 03:00,-3.3,,1.6,72,,3.4,-4.4
108,서울,2013-01-14 04:00,-3.4,,.9,74,,3.4,-4.8
108,서울,2013-01-14 05:00,-3.8,,.6,76,,3.4,-5.3
108,서울,2013-01-14 06:00,-4,,.5,75,,3.4,-5.4
108,서울,2013-01-14 07:00,-4.2,,1.3,77,,3.4,-5.5
108,서울,2013-01-14 08:00,-4.2,,1.1,77,0,3.4,-5.7
108,서울,2013-01-14 09:00,-4,,1.8,74,0,3.4,-4.8
108,서울,2013-01-14 10:00,-2.3,,1.1,68,.8,3.4,-2.9
108,서울,2013-01-14 11:00,-1.5,,1.8,62,0,3.4,-1.8
108,서울,2013-01-14 12:00,-.5,,1.2,54,0,3.4,-.7
108,서울,2013-01-14 13:00,.4,,2.6,42,.2,3.4,0
108,서울,2013-01-14 14:00,1.5,,3.6,49,1,3.3,.2
108,서울,2013-01-14 15:00,1.5,,4,47,1,3.2,.2
108,서울,2013-01-14 16:00,1,,3.8,48,1,3.2,.1
108,서울,2013-01-14 17:00,0,,4.9,52,.5,3.2,0
108,서울,2013-01-14 18:00,-.6,,4.5,53,0,3.2,-.5
108,서울,2013-01-14 19:00,-1.2,,3.3,53,,3.2,-1.3
108,서울,2013-01-14 20:00,-1.7,,4.7,53,,3.2,-1.9
108,서울,2013-01-14 21:00,-2.1,,5.1,54,,3.2,-2.4
108,서울,2013-01-14 22:00,-2.9,,2.5,59,,3.2,-3.1
108,서울,2013-01-14 23:00,-3.1,,.5,61,,3.2,-3.7
108,서울,2013-01-15 00:00,-3.8,,1.5,64,,3.2,-4.2
108,서울,2013-01-15 01:00,-4,,1.4,64,,3.2,-4.7
108,서울,2013-01-15 02:00,-4.4,,.5,67,,3.2,-5.5
108,서울,2013-01-15 03:00,-4.4,,.7,60,,3.2,-5.6
108,서울,2013-01-15 04:00,-4.9,,2,60,,3.2,-5.9
108,서울,2013-01-15 05:00,-5.2,,1.9,59,,3.2,-6
108,서울,2013-01-15 06:00,-4.8,,.6,61,,3.2,-6.3
108,서울,2013-01-15 07:00,-5.5,,2.2,67,,3.2,-6.4
108,서울,2013-01-15 08:00,-5.4,,2.6,67,0,3.2,-6.3
108,서울,2013-01-15 09:00,-4.4,,1.8,60,.3,3.2,-5.3
108,서울,2013-01-15 10:00,-3.1,,2.7,55,1,3.2,-3.1
108,서울,2013-01-15 11:00,-1,,2,51,.8,3.2,-1
108,서울,2013-01-15 12:00,.2,,2.1,48,.8,3.2,.3
108,서울,2013-01-15 13:00,1.2,,1.8,45,1,3.2,.9
108,서울,2013-01-15 14:00,1.2,,2.2,45,0,3.2,.9
108,서울,2013-01-15 15:00,1.7,,1.6,42,0,3.1,.7
108,서울,2013-01-15 16:00,1.8,,2.4,40,.2,3.1,.2
108,서울,2013-01-15 17:00,.9,,4.1,48,0,3.1,.1
108,서울,2013-01-15 18:00,-.5,,2.3,59,0,3.1,0
108,서울,2013-01-15 19:00,-1.1,,2.8,59,,3.1,-.5
108,서울,2013-01-15 20:00,-1.7,,2.6,61,,3.1,-.9
108,서울,2013-01-15 21:00,-2.1,,1.1,64,,3.1,-1.8
108,서울,2013-01-15 22:00,-2.2,,3.6,66,,3.1,-2.3
108,서울,2013-01-15 23:00,-2.6,,1.4,63,,3.1,-2.3
108,서울,2013-01-16 00:00,-2.6,,2.2,62,,3.1,-2.8
108,서울,2013-01-16 01:00,-3,,1.8,64,,3.1,-3.5
108,서울,2013-01-16 02:00,-3.1,,.6,63,,3.1,-3.3
108,서울,2013-01-16 03:00,-2.8,,3,61,,3.1,-2.9
108,서울,2013-01-16 04:00,-2.6,,2.1,61,,3.1,-2.7
108,서울,2013-01-16 05:00,-2.5,,2,61,,3.1,-2.6
108,서울,2013-01-16 06:00,-2.3,0,1.2,61,,3.1,-2.5
108,서울,2013-01-16 07:00,-2,,.7,59,,3.1,-2.3
108,서울,2013-01-16 08:00,-2,,.7,62,0,3.1,-2.2
108,서울,2013-01-16 09:00,-1.9,0,1.6,68,0,3.2,-1.9
108,서울,2013-01-16 10:00,-2.8,,3,78,0,3.6,-1.5
108,서울,2013-01-16 11:00,-2.9,,2.5,79,0,3.6,-1
108,서울,2013-01-16 12:00,-2,.3,1.2,77,0,3.6,-.1
